Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2025-2026,Louisiana Tech,CUSA,19,Kaeden Robinson,Jr,L/DS,5-4,17,0,48,NA,2,1,6,0.167,16,4,5,91,13,NA,NA,NA,NA,6,NA,NA,NA,160,NA,NA,NA,604861
2025-2026,Louisiana Tech,CUSA,20,Megan Cooley,Jr,OH,6-0,19,6,44,NA,78,37,252,0.163,1,NA,1,28,3,1,12,4,NA,85,NA,NA,NA,74,NA,NA,NA,604861
2025-2026,Middle Tenn.,CUSA,1,Logan Carr,Jr,MB,6-2,28,28,102,NA,111,39,275,0.262,3,NA,NA,24,NA,9,81,6,NA,160.5,NA,NA,NA,7,NA,NA,NA,604878
2025-2026,Middle Tenn.,CUSA,13,Michaela Dlouhá,Jr,MB,6-1,28,28,101,NA,192,78,444,0.257,6,32,29,68,NA,11,86,7,NA,278,2,NA,NA,14,NA,NA,NA,604878
2025-2026,Middle Tenn.,CUSA,19,Danit Cohen,Jr,S,5-8,7,0,15,NA,1,0,9,0.111,39,4,7,21,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,604878
2025-2026,Missouri St.,CUSA,8,Brooke Eslinger,Jr,DS,5-3,25,3,90,NA,0,0,7,0,35,23,24,343,30,NA,1,NA,NA,23.5,NA,NA,NA,540,NA,NA,NA,605041
2025-2026,Missouri St.,CUSA,9,Neele'ge' Sims,Jr,MB,6-1,9,4,17,NA,13,5,42,0.19,NA,3,3,6,NA,NA,9,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,605041
2025-2026,Missouri St.,CUSA,13,Grace Smith,Jr,MB,6-0,19,15,57,NA,45,17,130,0.215,2,NA,NA,11,NA,9,54,7,NA,81,NA,NA,NA,9,NA,NA,NA,605041
2025-2026,New Mexico St.,CUSA,2,Maggie Lightheart,Jr,OH,5-11,29,29,112,NA,355,174,997,0.182,15,59,56,263,57,9,45,19,NA,445.5,NA,NA,NA,779,NA,NA,NA,604898
2025-2026,New Mexico St.,CUSA,3,Bella Castro,Jr,L/DS,5-6,30,0,93,NA,0,0,2,0,23,9,6,110,12,NA,NA,NA,NA,9,NA,NA,NA,168,NA,NA,NA,604898
2025-2026,New Mexico St.,CUSA,9,Katie Funk,Jr,MB,5-11,18,2,42,NA,21,8,53,0.245,2,1,2,16,NA,1,18,1,NA,32,NA,NA,NA,4,NA,NA,NA,604898
2025-2026,New Mexico St.,CUSA,15,Peyton Castillo,Jr,S,6-0,2,0,2,NA,0,0,1,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604898
2025-2026,New Mexico St.,CUSA,18,Nellie Reese,Jr,S,5-10,29,18,109,NA,12,1,37,0.297,550,24,31,155,NA,NA,NA,NA,NA,36,2,NA,NA,2,NA,NA,NA,604898
2025-2026,New Mexico St.,CUSA,77,Zoe Ziegler,Jr,OH,6-6,29,18,105,NA,141,76,413,0.157,5,2,8,43,1,12,61,4,NA,185.5,2,NA,NA,18,NA,NA,NA,604898
2025-2026,Sam Houston,CUSA,9,Ella Folse,Jr,RS,6-0,15,1,31,NA,13,2,35,0.314,NA,4,2,6,NA,NA,3,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,605018
2025-2026,Sam Houston,CUSA,12,Rachelle Reed,Jr,RS,5-10,29,28,107,NA,94,31,235,0.268,1,2,6,16,1,19,82,8,NA,156,NA,NA,NA,18,NA,NA,NA,605018
2025-2026,Sam Houston,CUSA,16,Michaela Panekova,Jr,MB,5-10,29,11,107,NA,97,45,277,0.188,7,22,16,74,1,3,23,2,NA,133.5,NA,NA,NA,10,NA,NA,NA,605018
2025-2026,UTEP,CUSA,1,Kalia Kohler,Jr,S,5-7,27,26,90,NA,12,4,40,0.2,575,28,19,156,NA,NA,NA,NA,NA,40,NA,NA,NA,1,NA,NA,NA,604928
2025-2026,UTEP,CUSA,4,Fuka Sekita,Jr,L/DS,5-1,30,0,100,NA,1,0,10,0.1,99,19,33,364,30,NA,NA,NA,NA,20,NA,NA,NA,587,NA,NA,NA,604928
2025-2026,UTEP,CUSA,7,Alexis Massey,Jr,S,6-0,21,0,56,NA,1,1,5,0,100,15,14,27,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,604928
2025-2026,Western Ky.,CUSA,10,Gabby Weihe,Jr,MH,6-0,18,4,34,NA,46,14,99,0.323,1,NA,NA,10,NA,3,27,1,NA,62.5,NA,NA,NA,1,NA,NA,NA,605069
2025-2026,Western Ky.,CUSA,13,Kendall Meller,Jr,OH,6-2,29,4,73,NA,99,38,277,0.22,3,1,4,17,NA,13,20,3,NA,123,NA,NA,NA,6,NA,NA,NA,605069
2025-2026,Western Ky.,CUSA,25,Izzy Van De Wiele,Jr,MH,6-5,29,29,88,NA,221,60,461,0.349,7,NA,NA,33,NA,20,88,3,NA,285,NA,NA,NA,7,NA,NA,NA,605069
2025-2026,Cleveland St.,Horizon,2,JeriLynn Koehler,Jr,MB,6-2,27,26,86,NA,93,46,267,0.176,6,7,26,29,2,21,52,8,NA,147,NA,NA,NA,5,NA,NA,NA,605055
2025-2026,Cleveland St.,Horizon,14,Reilly Wadden,Jr,DS,5-7,29,6,88,NA,1,3,7,-0.286,17,11,17,164,22,NA,NA,NA,NA,12,NA,NA,NA,392,NA,NA,NA,605055
2025-2026,Green Bay,Horizon,2,Katie Schulz,Jr,L/DS,6-1,24,13,93,NA,307,120,934,0.2,6,13,23,115,17,9,34,1,NA,346,NA,NA,NA,267,NA,NA,NA,604954
2025-2026,Green Bay,Horizon,4,Kennedy Schmitz,Jr,L/DS,5-4,30,15,111,NA,0,1,3,-0.333,50,23,43,266,31,NA,NA,NA,NA,23,NA,NA,NA,588,NA,NA,NA,604954
2025-2026,Green Bay,Horizon,11,Kirsten Fish,Jr,OH,6-2,6,0,24,NA,33,24,108,0.083,NA,NA,NA,14,NA,4,19,2,NA,46.5,NA,NA,NA,NA,NA,NA,NA,604954
2025-2026,IU Indy,Horizon,2,Grace Purichia,Jr,S,5-7,32,31,122,NA,110,40,347,0.202,1346,29,44,336,1,5,45,4,NA,166.5,4,NA,NA,7,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,5,Kate White,Jr,OPP,5-10,21,0,46,NA,7,7,26,0,1,NA,NA,8,1,NA,3,1,NA,8.5,NA,NA,NA,5,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,7,Ava Harris,Jr,RS,5-10,9,0,16,NA,9,13,45,-0.089,1,3,6,8,5,NA,2,NA,NA,13,NA,NA,NA,22,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,9,Brynn Zastrow,Jr,L,5-6,3,0,3,NA,0,0,0,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,10,Maia Long,Jr,OH,5-10,29,17,98,NA,233,121,626,0.179,5,11,35,91,13,8,22,3,NA,263,1,NA,NA,159,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,11,Elle Patterson,Jr,OH,6-0,29,22,108,NA,203,92,612,0.181,27,20,21,200,38,1,15,1,NA,231.5,NA,NA,NA,464,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,13,Kennedy Seputis,Jr,L/DS,5-7,8,0,18,NA,0,0,0,NA,NA,3,14,14,NA,NA,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,604969
2025-2026,IU Indy,Horizon,18,Ninah Miranda,Jr,OH,6-0,32,28,118,NA,241,94,679,0.216,38,24,28,304,26,3,18,2,NA,277,NA,NA,NA,769,NA,NA,NA,604969
2025-2026,Milwaukee,Horizon,9,Kati Goba,Jr,L/DS,5-4,32,24,105,NA,2,2,11,0,69,22,29,179,29,NA,NA,NA,NA,24,NA,NA,NA,434,NA,NA,NA,604956
2025-2026,Milwaukee,Horizon,12,Bella Lipski,Jr,MB,6-2,32,32,105,NA,196,82,512,0.223,8,NA,1,15,NA,12,74,15,NA,245,NA,NA,NA,6,NA,NA,NA,604956
2025-2026,Milwaukee,Horizon,16,Carol Herrero,Jr,OH,5-10,13,4,20,NA,14,18,67,-0.06,1,NA,4,15,9,NA,3,NA,NA,15.5,NA,NA,NA,83,NA,NA,NA,604956
2025-2026,Northern Ky.,Horizon,3,Ava Hoying,Jr,OH,6-0,31,17,105,NA,273,102,819,0.209,3,31,9,111,27,1,33,NA,NA,321.5,1,NA,NA,342,NA,NA,NA,604984
2025-2026,Northern Ky.,Horizon,9,Jaya Parker,Jr,OH,5-10,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604984
2025-2026,Northern Ky.,Horizon,10,Emory Guderian,Jr,L/DS,5-6,6,0,17,NA,0,0,1,0,2,2,1,19,4,NA,NA,NA,NA,2,NA,NA,NA,44,NA,NA,NA,604984
2025-2026,Northern Ky.,Horizon,11,Sydney Bray,Jr,OH,5-10,31,29,114,NA,355,153,899,0.225,27,22,46,333,7,6,88,4,NA,427,NA,NA,NA,145,NA,NA,NA,604984
2025-2026,Northern Ky.,Horizon,12,Ivey Stocks,Jr,MB,5-11,31,31,116,NA,258,90,547,0.307,5,NA,NA,48,NA,13,111,4,NA,326.5,NA,NA,NA,5,NA,NA,NA,604984
2025-2026,Northern Ky.,Horizon,17,Zy'Aire Barr,Jr,OH,6-2,2,1,2,NA,1,2,6,-0.167,NA,NA,NA,1,NA,NA,1,NA,NA,1.5,NA,NA,NA,4,NA,NA,NA,604984
2025-2026,Oakland,Horizon,7,Kalliann Cook,Jr,L/DS,5-3,30,9,100,NA,1,0,10,0.1,22,12,16,202,20,NA,NA,NA,NA,13,NA,NA,NA,397,NA,NA,NA,604988
2025-2026,Oakland,Horizon,17,Ella Schomer,Jr,OPP,6-1,27,19,78,NA,161,51,532,0.207,3,2,1,52,3,4,24,3,NA,179,NA,NA,NA,13,NA,NA,NA,604988
2025-2026,Purdue Fort Wayne,Horizon,3,Becky Barrett,Jr,DS,5-4,29,1,104,NA,2,2,10,0,100,12,13,494,46,NA,NA,NA,NA,14,NA,NA,NA,643,NA,NA,NA,604845
2025-2026,Robert Morris,Horizon,2,Jocelyn Jourdan,Jr,OH,6-2,29,26,107,NA,391,150,1154,0.209,13,18,20,279,32,3,29,7,NA,426.5,NA,NA,NA,489,NA,NA,NA,605010
2025-2026,Robert Morris,Horizon,4,Natalie Stepanovich,Jr,OH,5-11,20,19,77,NA,152,62,456,0.197,21,9,9,207,26,1,6,NA,NA,165,NA,NA,NA,549,NA,NA,NA,605010
2025-2026,Robert Morris,Horizon,10,Azra Eric,Jr,MB,6-2,27,25,103,NA,172,86,500,0.172,15,15,38,58,1,14,63,17,NA,232.5,1,NA,NA,7,NA,NA,NA,605010
2025-2026,Wright St.,Horizon,2,Reilly Zegunis,Jr,MB,6-1,32,32,118,NA,275,91,681,0.27,8,19,18,85,2,16,84,10,NA,352,NA,NA,NA,11,NA,NA,NA,604957
2025-2026,Wright St.,Horizon,7,Lauren Yacobucci,Jr,S,5-10,32,32,118,NA,52,6,142,0.324,1245,27,9,282,1,3,47,4,NA,105.5,3,NA,NA,9,NA,NA,NA,604957
2025-2026,Wright St.,Horizon,10,Mya Ayro,Jr,OH,5-11,28,17,103,NA,412,196,927,0.233,2,1,6,75,3,13,42,2,NA,447,NA,NA,NA,56,NA,NA,NA,604957
2025-2026,Wright St.,Horizon,35,Ella Gaona,Jr,DS,5-4,31,6,105,NA,3,1,10,0.2,67,18,10,299,25,NA,NA,NA,NA,21,NA,NA,NA,451,NA,NA,NA,604957
2025-2026,Youngstown St.,Horizon,3,Maria Insana,Jr,DS,5-4,29,1,101,NA,0,1,7,-0.143,52,NA,5,248,22,NA,NA,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,604960
2025-2026,Youngstown St.,Horizon,16,Gabriela Machin,Jr,RS,6-0,31,30,119,NA,387,97,856,0.339,10,16,22,103,NA,6,68,2,NA,443,NA,NA,NA,2,NA,NA,NA,604960
2025-2026,Brown,Ivy League,7,Yuna Yang,Jr,S,5-10,12,2,32,NA,3,2,7,0.143,30,8,11,52,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,604767
2025-2026,Brown,Ivy League,8,Kindell Welker,Jr,MB,6-2,2,0,2,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,604767
2025-2026,Brown,Ivy League,9,Ally Panzloff,Jr,OH,6-1,24,1,80,NA,197,107,605,0.149,2,NA,NA,45,11,1,22,2,NA,209,NA,NA,NA,93,NA,NA,NA,604767
2025-2026,Columbia,Ivy League,8,Madison Hsieh,Jr,L/DS,5-4,20,1,47,NA,1,0,7,0.143,9,10,16,56,15,NA,NA,NA,NA,11,NA,NA,NA,139,NA,NA,NA,604794
2025-2026,Columbia,Ivy League,10,Evie Naumann,Jr,OH,6-0,13,5,25,NA,40,30,129,0.078,5,3,9,24,16,1,8,1,NA,48,NA,NA,NA,113,NA,NA,NA,604794
2025-2026,Columbia,Ivy League,11,Delaney Seaman,Jr,S,5-10,17,0,59,NA,0,0,6,0,43,24,21,143,26,NA,NA,NA,NA,24,NA,NA,NA,294,NA,NA,NA,604794
2025-2026,Columbia,Ivy League,14,Avery Jones,Jr,OPP,6-1,19,9,56,NA,87,31,288,0.194,3,NA,NA,13,NA,2,33,2,NA,105.5,NA,NA,NA,5,NA,NA,NA,604794
2025-2026,Cornell,Ivy League,2,Sarita Pomar,Jr,L,5-2,25,0,93,NA,1,0,12,0.083,118,18,17,348,31,NA,NA,NA,NA,19,NA,NA,NA,586,NA,NA,NA,604797
2025-2026,Cornell,Ivy League,10,Amrit Dhaliwal,Jr,MB,6-0,2,0,3,NA,0,2,4,-0.5,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,604797
2025-2026,Cornell,Ivy League,16,Ava Bogan,Jr,MB,6-5,25,25,90,NA,139,32,340,0.315,12,NA,1,18,2,16,95,12,NA,202.5,1,NA,NA,8,NA,NA,NA,604797
2025-2026,Cornell,Ivy League,24,Jaida Sione,Jr,OH,6-2,20,6,63,NA,79,37,279,0.151,2,NA,NA,33,2,NA,16,2,NA,87,2,NA,NA,33,NA,NA,NA,604797
2025-2026,Cornell,Ivy League,25,Madison Wood,Jr,L,5-3,1,0,1,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,604797
2025-2026,Dartmouth,Ivy League,2,Ellie Mattox,Jr,S,5-11,21,3,58,NA,0,1,8,-0.125,207,7,7,74,NA,NA,NA,1,NA,7,NA,NA,NA,1,NA,NA,NA,604798
2025-2026,Dartmouth,Ivy League,6,EllaMae Fitzgerald,Jr,L/DS,5-8,24,0,84,NA,2,0,9,0.222,86,15,17,274,32,NA,NA,NA,NA,17,NA,NA,NA,441,NA,NA,NA,604798
2025-2026,Dartmouth,Ivy League,17,Maddie LaFata,Jr,RS,5-11,24,20,82,NA,196,100,592,0.162,9,10,15,100,13,1,37,1,NA,225.5,NA,NA,NA,218,NA,NA,NA,604798
2025-2026,Dartmouth,Ivy League,23,Raeli Smith,Jr,MB,6-2,19,13,54,NA,53,18,160,0.219,4,6,8,21,NA,6,27,NA,NA,78.5,2,NA,NA,11,NA,NA,NA,604798
2025-2026,Harvard,Ivy League,13,Ali Farquhar,Jr,OH,6-3,22,20,74,NA,155,65,406,0.222,NA,NA,NA,31,2,1,48,6,NA,180,NA,NA,NA,4,NA,NA,NA,604831
2025-2026,Harvard,Ivy League,16,Yvette Easton,Jr,L,5-5,20,0,68,NA,0,2,5,-0.4,22,1,4,83,25,NA,NA,NA,NA,1,NA,NA,NA,360,NA,NA,NA,604831
2025-2026,Harvard,Ivy League,17,Amelie Lima,Jr,S,5-10,5,0,8,NA,0,1,3,-0.333,18,2,NA,10,NA,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,604831
2025-2026,Harvard,Ivy League,21,Ryleigh Patterson,Jr,MB,6-1,16,16,52,NA,113,25,247,0.356,5,9,29,27,NA,10,46,5,NA,155,NA,NA,NA,10,NA,NA,NA,604831
2025-2026,Penn,Ivy League,8,Zada Sanger,Jr,OH,6-1,23,21,85,NA,282,101,775,0.234,1,5,8,66,7,4,28,7,NA,305,1,NA,NA,93,NA,NA,NA,604997
2025-2026,Penn,Ivy League,11,Elsa McDermott,Jr,L/DS,5-7,21,0,65,NA,2,1,12,0.083,22,15,22,140,9,NA,NA,NA,NA,17,NA,NA,NA,119,NA,NA,NA,604997
2025-2026,Penn,Ivy League,14,Lauren Van Wie,Jr,L/DS,5-6,15,0,45,NA,0,0,2,0,4,4,13,68,4,NA,NA,NA,NA,4,NA,NA,NA,50,NA,NA,NA,604997
2025-2026,Penn,Ivy League,16,Bella Rittenberg,Jr,RS,5-11,18,2,52,NA,78,35,207,0.208,5,NA,NA,42,NA,1,17,2,NA,87.5,NA,NA,NA,3,NA,NA,NA,604997
2025-2026,Princeton,Ivy League,1,Sydney Bold,Jr,L,5-7,25,1,90,NA,2,0,6,0.333,83,25,20,308,18,NA,NA,NA,NA,27,NA,NA,NA,359,NA,NA,NA,605002
2025-2026,Princeton,Ivy League,13,Erin McNair,Jr,OH,5-11,25,25,90,NA,255,104,781,0.193,23,22,32,198,24,2,22,NA,NA,290,NA,NA,NA,417,NA,NA,NA,605002
2025-2026,Princeton,Ivy League,19,Sydney Draper,Jr,S,5-11,25,25,90,NA,90,18,217,0.332,966,15,22,218,NA,2,31,4,NA,122.5,1,NA,NA,9,NA,NA,NA,605002
2025-2026,Princeton,Ivy League,24,Ava Harrington,Jr,MB,6-2,20,16,66,NA,104,44,253,0.237,3,NA,NA,42,NA,4,45,2,NA,130.5,1,NA,NA,2,NA,NA,NA,605002
2025-2026,Yale,Ivy League,4,Laurece Abraham,Jr,MB,6-1,24,23,91,NA,248,54,489,0.397,6,NA,NA,14,NA,24,61,8,NA,302.5,NA,NA,NA,10,NA,NA,NA,605072
2025-2026,Yale,Ivy League,6,Arya Jue,Jr,L,5-8,23,0,85,NA,4,0,14,0.286,75,13,15,335,23,NA,NA,NA,NA,17,NA,NA,NA,483,NA,NA,NA,605072
2025-2026,Yale,Ivy League,33,Betsy Goodenow,Jr,RS,6-0,16,16,63,NA,154,55,433,0.229,17,16,11,122,7,2,35,3,NA,189.5,NA,NA,NA,203,NA,NA,NA,605072
2025-2026,Canisius,MAAC,11,Brenda Reynaga,Jr,L,5-3,30,0,120,NA,6,2,36,0.111,78,35,49,540,29,NA,NA,NA,NA,41,NA,NA,NA,520,NA,NA,NA,604785
2025-2026,Canisius,MAAC,12,Hannah Kos,Jr,RS,6-0,11,1,21,NA,20,11,66,0.136,2,3,7,26,NA,NA,11,2,NA,28.5,NA,NA,NA,NA,NA,NA,NA,604785
2025-2026,Canisius,MAAC,15,Kalia Reisma,Jr,MB,6-0,30,30,120,NA,168,65,489,0.211,7,1,4,48,NA,13,90,5,NA,227,1,NA,NA,2,NA,NA,NA,604785
2025-2026,Canisius,MAAC,17,Azoria Davis,Jr,OH,5-9,22,1,83,NA,9,10,65,-0.015,17,7,13,163,18,NA,4,NA,NA,18,NA,NA,NA,335,NA,NA,NA,604785
2025-2026,Fairfield,MAAC,1,Mamie Krubally,Jr,RS,6-2,31,29,108,NA,314,99,710,0.303,4,NA,NA,64,1,8,70,8,NA,357,NA,NA,NA,6,NA,NA,NA,605060
2025-2026,Fairfield,MAAC,15,Daniella Suarez,Jr,OH,5-10,8,0,14,NA,0,0,0,NA,2,5,1,6,1,NA,NA,NA,NA,5,NA,NA,NA,11,NA,NA,NA,605060
2025-2026,Iona,MAAC,2,Sanem Bas,Jr,OH,5-10,25,2,85,NA,2,1,17,0.059,33,27,30,181,27,NA,NA,NA,NA,29,NA,NA,NA,251,NA,NA,NA,604846
2025-2026,Iona,MAAC,4,Buse Tinaz,Jr,MB,5-11,22,17,74,NA,79,52,262,0.103,11,13,17,34,1,8,75,14,NA,137.5,NA,NA,NA,6,NA,NA,NA,604846
2025-2026,Iona,MAAC,18,Ezzie Thompson,Jr,MB,6-0,26,24,88,NA,141,51,376,0.239,7,NA,NA,24,1,11,52,3,NA,178,NA,NA,NA,8,NA,NA,NA,604846
2025-2026,Manhattan,MAAC,4,Emilia Kuzniar,Jr,S,5-10,24,10,77,NA,23,3,68,0.294,345,20,22,51,1,4,50,9,NA,72,NA,NA,NA,2,NA,NA,NA,604864
2025-2026,Manhattan,MAAC,6,Katie Powers,Jr,RS,5-10,26,17,85,NA,128,61,345,0.194,25,18,27,88,15,6,73,16,NA,188.5,NA,NA,NA,142,NA,NA,NA,604864
2025-2026,Manhattan,MAAC,11,Abby Morreale,Jr,MB,6-0,28,28,102,NA,129,28,294,0.344,18,6,10,29,1,9,103,11,NA,195.5,2,NA,NA,12,NA,NA,NA,604864
2025-2026,Manhattan,MAAC,15,Anna Duncan,Jr,DS,5-10,16,0,40,NA,2,0,6,0.333,7,1,2,26,14,NA,NA,NA,NA,3,NA,NA,NA,146,NA,NA,NA,604864
2025-2026,Marist,MAAC,4,Claudia Kasperski,Jr,L,5-7,26,0,69,NA,0,0,1,0,3,16,23,19,2,NA,NA,NA,NA,16,NA,NA,NA,10,NA,NA,NA,604865
2025-2026,Marist,MAAC,6,Cecilia Potter-Pessoa,Jr,L,5-7,27,1,95,NA,1,1,4,0,71,37,33,312,46,NA,NA,NA,NA,38,NA,NA,NA,553,NA,NA,NA,604865
2025-2026,Marist,MAAC,9,Sara Dasic,Jr,OH,6-0,29,28,97,NA,310,117,803,0.24,10,32,39,209,52,2,21,2,NA,354.5,NA,NA,NA,653,NA,NA,NA,604865
2025-2026,Marist,MAAC,15,Trinity Woods,Jr,MB,5-10,4,0,5,NA,0,1,8,-0.125,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,604865
2025-2026,Marist,MAAC,21,Vallane Sneva,Jr,OH,6-0,9,0,16,NA,1,0,1,1,1,1,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,604865
2025-2026,Merrimack,MAAC,3,Marissa Kobelski,Jr,OH,6-0,27,27,102,NA,120,65,370,0.149,9,16,41,98,3,17,64,9,NA,185,NA,NA,NA,47,NA,NA,NA,605042
2025-2026,Merrimack,MAAC,5,Sophia DeBonis,Jr,S,5-8,27,27,102,NA,18,10,92,0.087,452,28,21,230,1,NA,1,NA,NA,46.5,NA,NA,NA,6,NA,NA,NA,605042
2025-2026,Merrimack,MAAC,12,Ella Maldonado,Jr,L,5-6,27,0,102,NA,2,3,48,-0.021,71,11,5,366,50,1,NA,NA,NA,14,NA,NA,NA,581,NA,NA,NA,605042
2025-2026,Merrimack,MAAC,15,Ella Gizmunt,Jr,OH,6-0,27,27,102,NA,154,89,587,0.111,3,NA,NA,60,6,4,40,1,NA,178,NA,NA,NA,60,NA,NA,NA,605042
2025-2026,Merrimack,MAAC,18,Morgan Thurlow,Jr,MB,6-0,27,27,102,NA,164,54,389,0.283,10,8,3,24,NA,19,73,6,NA,227.5,NA,NA,NA,8,NA,NA,NA,605042
2025-2026,Niagara,MAAC,3,Paisley Ka’ahanui,Jr,S,5-7,15,0,35,NA,1,0,18,0.056,152,3,8,74,NA,NA,NA,NA,NA,4,1,NA,NA,2,NA,NA,NA,604901
2025-2026,Niagara,MAAC,4,Katie Jacobs,Jr,OH,5-11,17,1,36,NA,33,17,117,0.137,3,2,6,62,22,NA,3,NA,NA,36.5,NA,NA,NA,157,NA,NA,NA,604901
2025-2026,Niagara,MAAC,7,Taylor Jenkins,Jr,MB,5-11,23,22,81,NA,18,20,109,-0.018,4,NA,NA,24,1,8,34,7,NA,43,2,NA,NA,4,NA,NA,NA,604901
2025-2026,Niagara,MAAC,10,Janiah Robinson,Jr,MB,5-11,27,27,104,NA,189,57,408,0.324,8,4,18,63,NA,14,79,9,NA,246.5,NA,NA,NA,9,NA,NA,NA,604901
2025-2026,Niagara,MAAC,11,Sydney Wilkes,Jr,OH,5-11,27,0,104,NA,275,84,732,0.261,6,NA,NA,58,NA,13,36,7,NA,306,1,NA,NA,1,NA,NA,NA,604901
2025-2026,Niagara,MAAC,13,Kaitlyn Doyle,Jr,OH,5-8,2,0,2,NA,2,0,2,1,NA,NA,1,1,2,NA,1,NA,NA,2.5,NA,NA,NA,5,NA,NA,NA,604901
2025-2026,Niagara,MAAC,16,Gabrielle Belony,Jr,MB,6-2,5,3,14,NA,6,1,14,0.357,NA,NA,NA,1,NA,1,11,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,604901
2025-2026,Niagara,MAAC,17,Payton Lee,Jr,RS,6-4,27,27,104,NA,188,123,611,0.106,2,NA,NA,56,NA,13,48,5,NA,225,NA,NA,NA,1,NA,NA,NA,604901
2025-2026,Quinnipiac,MAAC,2,Leilani-kai Giusta,Jr,OH,6-0,21,14,70,NA,173,103,447,0.157,10,13,30,151,19,3,13,3,NA,195.5,NA,NA,NA,447,NA,NA,NA,605005
2025-2026,Quinnipiac,MAAC,23,Cynthia Skenderi,Jr,OPP,6-0,2,0,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605005
2025-2026,Rider,MAAC,6,Molly Rohde,Jr,MH,6-1,30,29,107,NA,135,44,315,0.289,11,17,15,44,2,16,105,11,NA,220.5,NA,NA,NA,23,NA,NA,NA,605009
2025-2026,Rider,MAAC,7,Rylah Robinson,Jr,OH,5-10,32,19,104,NA,244,149,755,0.126,9,2,5,66,23,3,38,7,NA,268,NA,NA,NA,280,NA,NA,NA,605009
2025-2026,Rider,MAAC,8,Anji Vishwanathan,Jr,MB,6-1,9,5,17,NA,13,7,34,0.176,1,NA,1,2,NA,1,11,1,NA,19.5,NA,NA,NA,1,NA,NA,NA,605009
2025-2026,Rider,MAAC,9,Makenna Mason,Jr,S,6-0,31,31,112,NA,44,12,132,0.242,1031,19,17,245,NA,2,37,5,NA,83.5,1,NA,NA,7,NA,NA,NA,605009
2025-2026,Rider,MAAC,14,Katie Cook,Jr,S,5-10,12,1,19,NA,3,2,8,0.125,64,3,5,29,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,605009
2025-2026,Rider,MAAC,17,Simone Langford,Jr,L/DS,5-8,27,4,96,NA,1,3,13,-0.154,21,28,28,176,19,NA,NA,NA,NA,29,NA,NA,NA,391,NA,NA,NA,605009
2025-2026,Rider,MAAC,22,Anja Kelly,Jr,OPP,6-0,14,0,28,NA,35,18,111,0.153,1,2,1,11,NA,1,12,1,NA,44,NA,NA,NA,NA,NA,NA,NA,605009
2025-2026,Sacred Heart,MAAC,4,Lauren Hubert,Jr,OH,6-0,30,30,116,NA,297,162,940,0.144,43,35,20,305,9,3,44,7,NA,357,NA,NA,NA,115,NA,NA,NA,605012
2025-2026,Sacred Heart,MAAC,7,Tiana Brasby,Jr,L/DS,5-5,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605012
2025-2026,Sacred Heart,MAAC,9,Ava Roodbol,Jr,S,5-11,24,19,83,NA,39,8,101,0.307,573,10,22,100,NA,3,15,NA,NA,59.5,NA,NA,NA,4,NA,NA,NA,605012
