Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2020-2021,Boston College,ACC,1,Grace Penn,Fr,S,5-10,18,6,62,NA,1,4,24,-0.125,278,8,14,71,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,4,Anna Murphy,Fr,L,5-6,18,0,62,NA,5,0,20,0.25,13,14,5,213,18,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,5,Sophia Lambros,Fr,S,6-0,18,16,63,NA,9,7,45,0.044,296,31,19,93,1,2,9,1,7.5,46.5,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,9,Katrina Jensen,Fr,OH,6-1,18,9,57,NA,108,55,324,0.164,1,NA,1,24,3,3,9,3,10.5,115.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,10,Peyton Minyard,Fr,MB,6-2,10,1,15,NA,13,1,23,0.522,NA,3,1,2,NA,2,3,NA,3.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,11,Alayna Crabtree,Fr,OH,6-2,14,3,30,NA,25,25,93,0,NA,NA,3,13,2,NA,3,NA,1.5,26.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,13,Rachel Grant,Fr,OH,6-1,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,16,Annie Cornay,Fr,MB,6-3,10,3,23,NA,17,21,65,-0.062,1,1,NA,3,NA,1,9,2,7.5,23.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Boston College,ACC,18,Bridget Green,Fr,L,5-8,18,4,60,NA,2,3,17,-0.059,23,16,18,76,11,NA,NA,1,1,18,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Clemson,ACC,4,Anna Renwick,Fr,L/DS,5-6,4,4,15,NA,0,0,0,NA,12,3,4,28,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Clemson,ACC,10,Cate Long,Fr,OH,6-1,22,20,86,NA,197,89,620,0.174,21,38,39,183,19,2,18,5,16,246,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Clemson,ACC,13,Colleen Finney,Fr,OH,6-1,13,12,52,NA,88,40,234,0.205,4,3,14,37,NA,8,28,4,26,113,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Clemson,ACC,14,Jenna Moore,Fr,S,5-10,3,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Clemson,ACC,24,Camryn Hannah,Fr,RS,6-2,20,16,77,NA,306,126,716,0.251,13,11,29,175,36,4,18,1,14,330,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Duke,ACC,5,Sydney Yap,Fr,S,5-9,37,NA,37,NA,1,0,5,0.2,72,4,5,60,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Duke,ACC,9,Georgia Stavrinides,Fr,MB,6-2,22,8,61,NA,54,21,155,0.213,8,8,17,24,1,7,51,2,34.5,94.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Florida St.,ACC,15,Sydney Conley,Fr,RS,6-1,13,2,28,NA,22,15,84,0.083,2,1,2,15,2,1,15,1,9.5,31.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Georgia Tech,ACC,7,Elizabeth Patterson,Fr,S,5-9,9,NA,9,NA,0,0,0,NA,1,1,1,7,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Georgia Tech,ACC,10,Isabella D'Amico,Fr,S,6-0,17,5,40,NA,6,2,31,0.129,251,2,1,36,NA,NA,12,2,8,14,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Louisville,ACC,1,Ceci Rush,Fr,L/DS,5-9,14,0,29,NA,1,0,1,1,1,5,6,10,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Louisville,ACC,2,Ayden Bartlett,Fr,L/DS,5-6,17,4,51,NA,1,0,3,0.333,13,3,16,99,7,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Louisville,ACC,6,Brooke Smith,Fr,OH,6-2,1,0,1,NA,1,0,2,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Louisville,ACC,10,Phekran PK Kong,Fr,MB,6-3,2,0,2,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Louisville,ACC,14,Anna DeBeer,Fr,OH,6-0,18,13,55,NA,174,70,408,0.255,2,10,24,90,15,3,22,4,18,198,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Miami (FL),ACC,4,Lauren Tarnoff,Fr,MB,6-2,8,8,31,NA,64,20,129,0.341,1,NA,NA,9,NA,1,15,3,11.5,72.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Miami (FL),ACC,8,Michalina Rola,Fr,OH,5-11,14,4,32,NA,24,14,76,0.132,1,5,6,22,2,1,8,2,7,34,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,NC State,ACC,11,Hartley Myers,Fr,OH,6-1,4,3,9,NA,16,14,67,0.03,1,NA,3,12,7,NA,2,2,3,17,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,NC State,ACC,20,Sydney Ferguson,Fr,OH,6-3,2,NA,2,NA,0,2,4,-0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,NC State,ACC,25,Riley Shaak,Fr,MB,6-3,16,16,58,NA,55,18,149,0.248,5,11,27,23,1,4,33,3,23.5,86.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Carolina,ACC,2,Sydney Reed,Fr,L/DS,5-6,20,NA,20,NA,0,0,2,0,8,4,6,26,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Carolina,ACC,4,Olivia Diaz,Fr,L/DS,5-4,16,6,51,NA,0,0,9,0,18,7,6,92,14,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Carolina,ACC,10,Aziah Buckner,Fr,OH,6-0,15,9,46,1,114,54,318,0.189,3,12,12,84,15,1,16,1,10,135,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Carolina,ACC,11,Maylen Mitrovich,Fr,S,5-11,11,6,44,NA,6,2,15,0.267,255,10,8,93,NA,1,5,1,4.5,19.5,10,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Carolina,ACC,14,Kaya Merkler,Fr,MH,6-3,18,11,71,1,146,64,383,0.214,2,4,12,45,2,2,50,2,30,177,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Notre Dame,ACC,8,Hattie Monson,Fr,L/DS,5-6,71,NA,71,NA,1,0,19,0.053,58,17,16,303,21,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Notre Dame,ACC,11,Lindsey Miller,Fr,MB,6-4,16,16,58,NA,119,16,233,0.442,1,2,7,18,NA,3,56,6,37,152,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Notre Dame,ACC,12,Aubrey Hamilton,Fr,OH,6-2,19,14,71,NA,195,69,627,0.201,1,1,2,51,2,3,30,3,21,214,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Notre Dame,ACC,18,Charity McDowell,Fr,MB,6-0,5,NA,5,NA,3,2,9,0.111,NA,NA,NA,NA,1,1,3,NA,2.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pittsburgh,ACC,2,Valeria Vazquez Gomez,Fr,OH,6-1,24,21,85,1,168,69,502,0.197,13,18,16,205,20,3,23,4,20,200.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pittsburgh,ACC,3,Cat Flood,Fr,OH,6-2,13,NA,13,NA,0,1,2,-0.5,NA,2,3,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pittsburgh,ACC,8,Anastasia Russ,Fr,MB,6-5,8,2,13,1,12,3,19,0.474,1,NA,NA,NA,NA,NA,20,NA,13.5,22,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pittsburgh,ACC,15,Sadie Dick,Fr,OH,6-2,2,NA,2,NA,0,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Syracuse,ACC,1,Lauren Hogan,Fr,DS,5-4,59,NA,59,NA,2,1,32,0.031,39,12,13,280,4,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Syracuse,ACC,17,Naomi Franco,Fr,OH,6-3,15,5,49,NA,53,28,163,0.153,NA,NA,2,17,NA,2,16,7,17,63,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia,ACC,14,Mary Shaffer,Fr,OH,6-0,3,NA,3,NA,1,1,5,0,NA,NA,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia,ACC,15,Laila Rogers,Fr,MB,5-11,5,3,14,NA,18,13,46,0.109,NA,NA,NA,NA,NA,1,5,NA,3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia,ACC,20,Czhen Beneby,Fr,MB,6-4,8,5,24,NA,30,15,78,0.192,NA,NA,NA,2,NA,6,13,2,14.5,42.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia,ACC,24,Madison Morey,Fr,L/DS,5-7,9,0,26,NA,0,0,0,NA,4,NA,1,47,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia,ACC,25,Hannah Prendergast,Fr,S,5-8,19,NA,19,NA,0,1,1,-1,NA,2,9,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia Tech,ACC,5,Brie Siverling,Fr,S,6-0,17,9,62,NA,1,4,21,-0.143,310,24,42,77,NA,NA,2,1,2,26,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia Tech,ACC,8,Cierra Huntley,Fr,OH,5-10,15,NA,15,NA,7,10,36,-0.083,NA,NA,1,6,NA,NA,4,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia Tech,ACC,9,Mara Perry,Fr,DS,5-8,11,1,32,NA,6,4,33,0.061,101,1,12,27,NA,NA,NA,1,1,7,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia Tech,ACC,14,Kirah Johnson,Fr,MB,6-0,3,NA,3,NA,3,1,10,0.2,1,NA,NA,NA,NA,1,1,1,2.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Virginia Tech,ACC,15,Emily Campe,Fr,RS,6-3,1,NA,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wake Forest,ACC,2,Olivia Franke,Fr,MB,6-4,16,16,56,1,60,31,155,0.187,2,4,7,12,NA,8,35,NA,25.5,89.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wake Forest,ACC,6,Annabelle Daly,Fr,L/DS,5-8,15,6,51,1,0,0,1,0,11,2,13,50,13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wake Forest,ACC,9,Kylie Adams,Fr,S,5-10,14,0,39,NA,1,1,7,0,116,6,5,24,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wake Forest,ACC,14,Ashley Slater,Fr,OH,6-2,16,11,56,NA,156,85,404,0.176,5,7,8,61,22,4,20,3,18,177,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wake Forest,ACC,18,Megan Merril,Fr,L/DS,5-8,10,1,27,NA,0,1,2,-0.5,3,4,6,32,7,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wake Forest,ACC,20,Chloe Wilson,Fr,OH,6-4,11,0,29,NA,39,17,99,0.222,NA,NA,NA,2,1,1,14,3,11,47,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Bellarmine,ASUN,5,Anna Lococo,Fr,DS,5-5,17,5,63,NA,0,0,3,0,15,5,4,136,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Bellarmine,ASUN,7,Kalli Mau,Fr,S,5-11,11,4,24,NA,2,0,20,0.1,171,3,5,30,NA,1,8,1,6,10,8,NA,NA,NA,NA,NA,NA,NA
2020-2021,Bellarmine,ASUN,11,Bailey Venard,Fr,OH,5-10,12,NA,12,NA,8,12,45,-0.089,NA,3,1,6,2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,FGCU,ASUN,5,Kortney Reynolds,Fr,MB,6-3,10,5,29,NA,46,13,95,0.347,2,1,4,10,NA,1,24,3,16,60,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,FGCU,ASUN,13,Juliana Lentz,Fr,MB,6-2,16,15,53,NA,81,30,198,0.258,1,5,10,21,NA,5,41,2,27.5,111.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,FGCU,ASUN,21,Hannah Rae Kivett,Fr,S,6-1,5,NA,5,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Jacksonville,ASUN,7,Jenna McNamara,Fr,OH,5-10,17,7,56,NA,122,54,474,0.143,2,NA,3,27,5,2,11,4,11.5,129.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Jacksonville,ASUN,9,Camryn Honn,Fr,S,5-8,16,15,59,1,46,18,128,0.219,498,11,15,149,NA,NA,10,1,6.5,62,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Jacksonville,ASUN,15,Gyrani Rogers,Fr,L/DS,5-1,17,8,62,NA,1,1,3,0,14,11,24,115,18,NA,1,NA,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Jacksonville,ASUN,17,Niccola Bozzini,Fr,MB,5-9,2,NA,2,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kennesaw St.,ASUN,2,Claire Parsons,Fr,MB,6-2,14,14,49,NA,86,28,213,0.272,2,9,8,16,NA,4,44,5,31,121,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kennesaw St.,ASUN,5,McKinley Ferguson,Fr,S,5-9,14,NA,14,NA,2,4,13,-0.154,34,NA,6,5,NA,1,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kennesaw St.,ASUN,15,Addi Goede,Fr,DS,5-7,39,NA,39,NA,0,0,0,NA,1,2,10,8,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Liberty,ASUN,2,Lydia Martyn,Fr,MH,6-3,14,13,44,NA,86,34,174,0.299,5,NA,4,6,NA,6,63,6,43.5,123.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Liberty,ASUN,7,Julia Mangum,Fr,MB,6-2,10,9,33,NA,87,49,253,0.15,4,NA,9,52,9,NA,32,NA,16,103,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Liberty,ASUN,8,Trinity Watts,Fr,OH,5-10,14,14,47,NA,137,67,404,0.173,9,12,8,98,25,2,27,4,19.5,164.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Lipscomb,ASUN,0,Kamryn Bacus,Fr,OH,6-0,17,10,54,NA,159,75,401,0.209,4,2,2,21,1,NA,13,1,7.5,167.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Lipscomb,ASUN,3,Meg Mersman,Fr,MB,6-2,20,20,68,NA,171,40,336,0.39,3,NA,NA,14,1,10,61,5,45.5,211.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Lipscomb,ASUN,10,Ashleigh Albert,Fr,S,5-7,20,3,67,NA,2,0,4,0.5,3,15,18,38,1,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Lipscomb,ASUN,13,Delaney Smith,Fr,L,5-8,18,10,60,NA,2,0,6,0.333,13,26,26,103,6,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Lipscomb,ASUN,16,Delaney Dilfer,Fr,S,5-9,19,16,61,NA,38,14,104,0.231,633,16,13,113,NA,1,26,7,21,68,11,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Ala.,ASUN,4,Katie Gerig,Fr,L/DS,5-6,44,NA,44,NA,1,2,8,-0.125,31,10,13,149,27,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Ala.,ASUN,7,Libby Goodman,Fr,OH,6-2,13,4,45,NA,75,54,346,0.061,NA,NA,NA,17,3,NA,16,1,9,83,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Ala.,ASUN,8,Mackenzie O'Loughlin,Fr,MB,6-1,20,NA,20,NA,9,9,34,0,1,NA,NA,2,NA,NA,7,2,5.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Ala.,ASUN,13,Kennedey Johnson,Fr,S,5-10,14,3,48,NA,3,3,25,0,167,13,18,82,NA,NA,NA,1,1,16,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Ala.,ASUN,16,Kamryn Parsonage,Fr,OH,6-1,13,13,45,NA,121,68,438,0.121,7,9,26,101,27,1,25,1,14.5,143.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Ala.,ASUN,21,Freya Collier,Fr,RS,6-4,14,11,45,NA,5,2,20,0.15,1,NA,NA,4,NA,NA,26,2,15,18,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Florida,ASUN,1,Logan O'Brien,Fr,L/DS,5-6,18,2,66,NA,2,0,4,0.5,12,12,21,127,12,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Florida,ASUN,2,Kailey McKnight,Fr,OH,5-10,20,16,70,NA,129,71,376,0.154,12,13,16,106,14,3,17,6,17.5,153.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,North Florida,ASUN,16,Jessica Buis,Fr,OH,5-10,13,NA,13,NA,0,1,2,-0.5,1,2,3,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stetson,ASUN,1,Grace Asleson,Fr,S,5-9,13,1,41,NA,0,0,1,0,9,6,9,91,1,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stetson,ASUN,2,Anabelle Standish,Fr,OH,5-10,11,4,35,NA,80,29,265,0.192,2,1,3,32,4,5,5,2,9.5,88.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Binghamton,America East,5,Jessie Bilello,Fr,S,6-0,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Binghamton,America East,6,Stephanie Gatto,Fr,RS,6-1,12,12,37,NA,39,28,143,0.077,6,10,11,58,6,NA,14,NA,7,56,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Binghamton,America East,7,Stefana Stan,Fr,OH,6-1,12,12,42,NA,128,57,382,0.186,4,5,12,85,11,NA,18,2,11,142,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Hartford,America East,1,Kaleigh Fitzgerald,Fr,L/DS,5-9,10,1,31,NA,1,1,7,0,8,13,11,104,10,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Hartford,America East,2,Morgan Galligan,Fr,S,5-10,19,NA,19,NA,0,0,0,NA,NA,2,6,17,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Hartford,America East,7,Uzezi Ijoma,Fr,OH,5-10,8,5,26,NA,41,19,110,0.2,NA,NA,1,11,NA,1,10,NA,6,47,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Hartford,America East,8,McKenna Reiswig,Fr,RS,6-4,8,5,21,NA,27,14,80,0.163,NA,NA,NA,4,NA,1,10,2,8,33,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,NJIT,America East,2,Kyla Lannert,Fr,S,5-10,12,12,43,NA,32,24,138,0.058,290,11,9,133,1,1,14,NA,8,51,9,NA,NA,NA,NA,NA,NA,NA
2020-2021,NJIT,America East,11,Elley Torres,Fr,OH,5-9,11,11,40,NA,99,65,368,0.092,5,4,5,89,12,2,16,6,16,113,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,NJIT,America East,18,Kaitlyn Arias,Fr,L,5-5,43,NA,43,NA,0,0,2,0,32,13,7,184,32,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,1,Grace Tomann,Fr,L/DS,5-7,9,3,30,NA,1,0,3,0.333,5,NA,2,58,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,5,Mia Pagliarini,Fr,L/DS,5-5,32,NA,32,NA,0,3,10,-0.3,21,8,9,139,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,7,Jamison White,Fr,RS,6-0,9,2,19,NA,22,10,90,0.133,2,7,6,25,5,NA,1,NA,0.5,29.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,8,Hannah Serbousek,Fr,OH,6-0,7,6,24,NA,60,17,168,0.256,1,13,11,31,3,NA,6,NA,3,76,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,9,Ali Stuessi,Fr,L/DS,5-7,19,NA,19,NA,0,0,0,NA,2,2,3,29,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,11,Kaleigh Whalen,Fr,DS,5-10,3,NA,3,NA,0,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,12,Kelly Kaufmann,Fr,MB,6-2,8,5,24,NA,39,11,92,0.304,2,1,4,6,NA,3,17,NA,11.5,51.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,14,Gabby Smith,Fr,MB,6-1,8,5,23,NA,40,14,87,0.299,2,2,3,7,NA,NA,10,1,6,47,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Hampshire,America East,22,Marly Johnson,Fr,OH,5-11,7,NA,7,NA,0,0,0,NA,NA,1,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stony Brook,America East,2,Torri Henry,Fr,S,5-8,14,12,51,NA,27,6,89,0.236,413,17,7,155,3,3,15,4,14.5,54.5,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stony Brook,America East,8,Abby Campbell,Fr,MB,6-1,12,11,42,NA,107,23,248,0.339,1,5,13,31,1,1,25,2,15.5,125.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stony Brook,America East,9,Julia Patsos,Fr,L,5-6,13,3,46,1,3,0,5,0.6,10,10,10,93,9,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stony Brook,America East,13,Lauren Schmitz,Fr,OH,5-10,15,13,55,NA,103,64,395,0.099,4,8,9,80,10,4,18,NA,13.5,124,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Stony Brook,America East,17,Leoni Kunz,Fr,OH,5-11,15,12,56,NA,134,58,393,0.193,2,NA,NA,31,NA,6,17,5,20.5,148.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UAlbany,America East,10,Hannah Rowe,Fr,OH,6-1,7,4,21,NA,36,25,151,0.073,NA,3,7,48,8,NA,5,NA,2.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UMBC,America East,2,Darina Kumanova,Fr,OH,6-0,15,15,57,NA,181,94,542,0.161,9,12,18,175,19,3,11,1,9.5,201.5,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,UMBC,America East,3,Michela De Marzi,Fr,MB,6-0,15,15,57,NA,123,28,268,0.354,8,6,15,42,NA,3,29,2,19.5,146.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UMBC,America East,7,Aysia Miller,Fr,S,5-10,15,15,57,NA,31,22,133,0.068,607,12,13,145,NA,NA,9,1,5.5,47.5,11,NA,NA,NA,NA,NA,NA,NA
2020-2021,UMBC,America East,9,Beste Ayhan,Fr,MB,6-4,13,13,50,NA,66,16,148,0.338,2,6,10,8,1,8,44,7,37,102,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UMBC,America East,11,Weronika Wrzesinska,Fr,OH,6-0,4,2,12,NA,1,3,10,-0.2,1,NA,NA,21,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Davidson,Atlantic 10,4,Jessie Doyal,Fr,S,5-10,13,4,46,1,5,2,20,0.15,158,11,6,79,NA,NA,NA,NA,NA,16,8,NA,NA,NA,NA,NA,NA,NA
2020-2021,Davidson,Atlantic 10,8,Sophia Hritz,Fr,L/DS,5-8,13,6,41,4,8,8,56,0,4,4,4,68,11,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Davidson,Atlantic 10,11,Bella Brady,Fr,L/DS,5-4,47,NA,47,NA,3,0,4,0.75,44,7,9,216,28,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Davidson,Atlantic 10,15,Sola Omonije,Fr,MB,6-0,13,9,47,6,55,37,173,0.104,1,5,5,24,1,2,24,4,21.5,74,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Dayton,Atlantic 10,4,Lexie Almodovar,Fr,L,5-8,16,15,57,3,178,76,432,0.236,15,21,23,108,2,1,15,5,16,207.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Dayton,Atlantic 10,17,Alayna Yates,Fr,MB,6-6,16,16,50,4,88,23,177,0.367,NA,NA,NA,1,1,6,55,6,48,121.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Dayton,Atlantic 10,20,Lindsey Winner,Fr,MB,6-2,11,0,21,NA,10,5,20,0.25,NA,1,1,5,NA,NA,11,2,8.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Dayton,Atlantic 10,21,Anna Wuensch,Fr,L/DS,5-6,16,4,53,2,2,0,5,0.4,20,4,9,68,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Duquesne,Atlantic 10,7,Camille Spencer,Fr,OH,6-2,1,1,3,NA,2,1,16,0.063,NA,NA,2,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
