Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2022-2023,UC Davis,Big West,11,Makena Morrison,Fr,L,5-7,24,0,55,NA,2,0,10,0.2,2,6,21,25,3,NA,NA,NA,NA,8,NA,NA,NA,34,NA,NA,NA,NA
2022-2023,UC Davis,Big West,18,Haden Bones,Fr,S,5-5,26,0,56,NA,0,0,1,0,53,6,8,19,NA,NA,1,NA,0.5,6.5,3,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Davis,Big West,20,Victoria Vanos,Fr,OH,5-10,11,0,17,NA,6,6,31,0,NA,1,2,1,1,NA,2,NA,1,8,NA,NA,NA,7,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,8,Kendra MacDonald,Fr,OH,6-1,22,13,62,NA,84,51,317,0.104,4,6,4,93,17,5,18,2,20,104,NA,NA,NA,291,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,11,Campbell Jensen,Fr,L,5-10,29,0,103,NA,1,0,6,0.167,139,21,23,493,30,NA,NA,NA,NA,22,1,NA,NA,528,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,24,Audrey Tucker,Fr,S,5-10,9,1,20,NA,1,1,3,0,56,2,3,18,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,32,Keelan Williams,Fr,OH,6-1,13,0,26,NA,25,16,83,0.108,NA,NA,NA,4,1,1,6,4,8,29,1,NA,NA,12,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,50,Elizabeth Miller,Fr,MB,6-0,1,0,2,NA,0,0,3,0,NA,NA,NA,1,NA,NA,1,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Riverside,Big West,1,Myla Domingo,Fr,S,5-6,1,0,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Riverside,Big West,2,Makena Tong,Fr,S,5-6,22,4,70,NA,0,4,7,-0.571,27,16,31,105,2,NA,NA,NA,NA,16,1,NA,NA,2,NA,NA,NA,NA
2022-2023,UC Riverside,Big West,7,Sophia Bernard,Fr,OH,6-0,7,0,8,NA,7,9,32,-0.063,NA,NA,1,1,3,NA,NA,NA,NA,7,NA,NA,NA,14,NA,NA,NA,NA
2022-2023,UC Riverside,Big West,11,Anya Green,Fr,MB,6-1,24,23,87,NA,138,40,353,0.278,5,NA,NA,17,NA,11,34,2,32,166,1,NA,NA,17,NA,NA,NA,NA
2022-2023,UC Riverside,Big West,12,Jessica Dean,Fr,OH,5-8,23,4,83,NA,5,5,41,0,48,18,41,284,26,NA,NA,NA,NA,23,1,NA,NA,400,NA,NA,NA,NA
2022-2023,UC Riverside,Big West,16,Chloe Ruhl,Fr,L,5-7,15,0,34,NA,0,0,4,0,3,9,11,57,10,NA,NA,NA,NA,9,NA,NA,NA,84,NA,NA,NA,NA
2022-2023,UC San Diego,Big West,7,Reagan Dryden,Fr,OH,6-0,4,0,5,NA,1,1,4,0,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA
2022-2023,UC San Diego,Big West,8,Katie Rapp,Fr,OH,6-0,25,5,67,NA,94,53,279,0.147,2,14,20,74,11,8,20,NA,20.5,126,NA,NA,NA,127,NA,NA,NA,NA
2022-2023,UC San Diego,Big West,10,Aubrey Tanner,Fr,S,6-2,21,3,43,NA,44,27,116,0.147,133,3,7,45,3,NA,16,3,16,55,3,NA,NA,40,NA,NA,NA,NA
2022-2023,UC San Diego,Big West,12,Kayla Uhlick,Fr,L,5-6,22,0,57,NA,0,1,1,-1,11,3,1,42,10,NA,NA,NA,NA,3,NA,NA,NA,165,NA,NA,NA,NA
2022-2023,UC San Diego,Big West,15,Jasmine Saran,Fr,MB,6-3,13,7,33,NA,41,15,113,0.23,5,3,6,14,NA,6,22,2,20,61,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,UC Santa Barbara,Big West,4,Sophie Reavis,Fr,OH,6-2,11,0,29,NA,42,20,121,0.182,NA,NA,NA,6,4,NA,6,2,6.5,45,NA,NA,NA,85,NA,NA,NA,NA
2022-2023,UC Santa Barbara,Big West,12,Julia Shepherd,Fr,MB,6-3,3,0,7,NA,16,5,41,0.268,NA,NA,NA,1,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Santa Barbara,Big West,13,Kimi Waller,Fr,RS,5-10,12,2,31,NA,11,3,31,0.258,11,2,4,7,NA,NA,2,NA,1,14,1,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Santa Barbara,Big West,24,Grace Wuischpard,Fr,MB,6-2,2,0,2,NA,2,1,4,0.25,NA,NA,NA,NA,NA,NA,3,NA,1.5,3.5,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Col. of Charleston,CAA,1,Olivia Mae Van Der Werff,Fr,MB,6-0,13,3,29,NA,30,16,83,0.169,NA,NA,3,14,NA,NA,9,3,7.5,34.5,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Col. of Charleston,CAA,4,Bella Sinacori,Fr,RS,6-1,5,0,11,NA,10,7,32,0.094,NA,NA,NA,5,NA,NA,5,3,5.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Col. of Charleston,CAA,6,Avery Alexander,Fr,DS,5-9,24,4,61,NA,10,9,47,0.021,6,9,9,59,14,NA,3,NA,1.5,20.5,NA,NA,NA,146,NA,NA,NA,NA
2022-2023,Col. of Charleston,CAA,43,Brynn Whitehair,Fr,OH,6-0,9,0,14,NA,9,9,39,0,1,1,1,NA,2,NA,NA,1,1,10,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Delaware,CAA,9,Dylan Norris,Fr,OPP,6-2,2,0,3,NA,0,4,5,-0.8,NA,NA,NA,1,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Delaware,CAA,24,Cadence Nguyen,Fr,DS,5-3,6,0,7,NA,0,0,0,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
2022-2023,Elon,CAA,7,Clara LaRue,Fr,OH,6-0,21,2,55,NA,110,43,303,0.221,4,1,1,32,4,2,8,NA,7,117,NA,NA,NA,63,NA,NA,NA,NA
2022-2023,Elon,CAA,8,Lindsey Harris,Fr,MB,6-4,11,5,29,NA,21,24,85,-0.035,3,NA,NA,6,1,3,22,1,17,35,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Elon,CAA,12,Brooke Doherty,Fr,OH,6-0,18,1,55,NA,112,74,364,0.104,NA,NA,NA,41,6,3,11,8,17.5,120.5,2,NA,NA,42,NA,NA,NA,NA
2022-2023,Elon,CAA,14,Sydney Daniels,Fr,L/DS,5-6,26,13,101,NA,3,2,15,0.067,15,16,17,200,23,1,NA,NA,1,20,NA,NA,NA,445,NA,NA,NA,NA
2022-2023,Hampton,CAA,22,Nadja Bulatovic,Fr,NA,6-0,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Hofstra,CAA,2,Clara Bal,Fr,OH,5-10,28,13,101,NA,187,84,559,0.184,29,27,43,226,30,NA,18,4,13,223,5,NA,NA,350,NA,NA,NA,NA
2022-2023,Hofstra,CAA,3,Emilly Nunes,Fr,MB,6-1,27,24,92,NA,92,35,239,0.238,15,2,20,24,1,6,76,14,62,138,2,NA,NA,35,NA,NA,NA,NA
2022-2023,Hofstra,CAA,6,Mairi Hadjipetrou,Fr,S,5-8,3,0,3,NA,1,0,5,0.2,5,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Hofstra,CAA,17,Kennedy Stevens,Fr,MB,6-1,14,5,27,NA,30,15,69,0.217,2,3,10,8,NA,NA,10,4,9,38,NA,NA,NA,5,NA,NA,NA,NA
2022-2023,Hofstra,CAA,20,Izadora Stedile,Fr,OH,5-7,26,21,94,NA,239,113,651,0.194,29,23,24,205,40,2,20,5,17.5,274,NA,NA,NA,547,NA,NA,NA,NA
2022-2023,N.C. A&T,CAA,8,Chiara Napoli,Fr,S,6-0,26,24,103,NA,98,66,266,0.12,461,38,38,196,1,5,38,2,31.5,160,18,NA,NA,9,NA,NA,NA,NA
2022-2023,N.C. A&T,CAA,15,Sagaia Reilly,Fr,S,6-0,12,0,24,NA,21,10,59,0.186,1,NA,NA,9,NA,NA,2,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,N.C. A&T,CAA,18,Jada Hampton,Fr,MB,6-1,13,1,15,NA,4,2,9,0.222,2,1,NA,6,NA,1,6,1,4,9,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Northeastern,CAA,7,Natalia Hagopian,Fr,S,5-10,7,2,12,NA,2,1,15,0.067,57,NA,4,20,NA,NA,2,1,2,3,5,NA,NA,3,NA,NA,NA,NA
2022-2023,Northeastern,CAA,8,Pono Gacutan,Fr,L/DS,5-5,6,0,9,NA,0,0,0,NA,NA,1,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Stony Brook,CAA,4,Abby Stanwood,Fr,OH,5-9,13,2,34,NA,8,10,49,-0.041,2,4,8,51,12,NA,1,1,1.5,12.5,1,NA,NA,141,NA,NA,NA,NA
2022-2023,Stony Brook,CAA,15,Kali Moore,Fr,OH,5-11,26,26,100,NA,326,143,957,0.191,8,30,50,263,40,2,31,2,22,373.5,1,NA,NA,518,NA,NA,NA,NA
2022-2023,Towson,CAA,1,Erin Brothers,Fr,MB,6-0,8,0,8,NA,2,0,6,0.333,NA,NA,NA,1,NA,NA,3,NA,1.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Towson,CAA,5,Sydney Stewart,Fr,L/DS,5-9,26,0,55,NA,0,0,0,NA,6,12,10,21,1,NA,NA,NA,NA,12,NA,NA,NA,21,NA,NA,NA,NA
2022-2023,Towson,CAA,14,Sarah Jordan,Fr,S,6-0,26,9,91,NA,10,3,31,0.226,542,27,18,160,NA,NA,NA,NA,NA,37,1,NA,NA,2,NA,NA,NA,NA
2022-2023,Towson,CAA,22,Jasmine Purakal,Fr,L/DS,5-3,5,0,5,NA,0,0,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,UNCW,CAA,4,Noe Gaeta,Fr,S,5-9,14,0,38,NA,4,2,15,0.133,132,3,9,50,NA,NA,NA,1,1,7,2,NA,NA,NA,NA,NA,NA,NA
2022-2023,UNCW,CAA,7,Sarah Thompson,Fr,OH,5-10,14,2,48,NA,5,12,48,-0.146,6,10,8,57,9,NA,2,NA,1,16,NA,NA,NA,113,NA,NA,NA,NA
2022-2023,UNCW,CAA,14,Hannah Forbes,Fr,OH,6-0,18,6,39,NA,61,59,212,0.009,NA,NA,2,27,3,NA,1,2,2.5,61.5,NA,NA,NA,64,NA,NA,NA,NA
2022-2023,UNCW,CAA,15,Lilly Kirtley-Peyton,Fr,DS,5-8,9,0,15,NA,0,0,1,0,NA,2,4,9,5,NA,NA,NA,NA,2,NA,NA,NA,20,NA,NA,NA,NA
2022-2023,William & Mary,CAA,2,Lindsay Kahren,Fr,L,5-7,18,2,50,NA,0,0,2,0,6,7,5,66,12,NA,NA,NA,NA,7,NA,NA,NA,139,NA,NA,NA,NA
2022-2023,William & Mary,CAA,3,Olivia Esposito,Fr,MB,6-1,12,12,46,NA,31,8,77,0.299,NA,NA,NA,6,NA,7,40,1,41.5,58,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,William & Mary,CAA,8,Kaitlyn Dunnigan,Fr,L,5-5,25,2,79,NA,1,0,2,0.5,9,4,1,92,19,NA,NA,NA,NA,5,NA,NA,NA,272,NA,NA,NA,NA
2022-2023,William & Mary,CAA,11,Sarah Callender,Fr,OH,6-0,10,9,34,NA,78,25,219,0.242,6,16,16,92,11,1,8,1,6,99,NA,NA,NA,195,NA,NA,NA,NA
2022-2023,William & Mary,CAA,12,Ryann Love,Fr,MB,6-2,17,16,64,NA,73,14,142,0.415,6,3,3,12,1,8,72,8,52,120,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,William & Mary,CAA,15,Nicole Smith,Fr,OPP,6-3,14,4,42,NA,84,37,260,0.181,2,NA,2,17,1,NA,22,4,20.5,95,NA,NA,NA,6,NA,NA,NA,NA
2022-2023,Charlotte,CUSA,1,Lauren Nixon,Fr,S,5-10,8,0,16,NA,0,3,3,-1,33,2,4,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Charlotte,CUSA,2,Gaby Ortiz,Fr,L/DS,5-2,9,0,18,NA,0,0,0,NA,1,NA,NA,19,5,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA
2022-2023,Charlotte,CUSA,3,Layla Hassell,Fr,MB,6-3,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Charlotte,CUSA,5,Mckenna Zelna,Fr,L/DS,5-8,12,1,27,NA,0,0,0,NA,3,NA,NA,25,6,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA
2022-2023,Charlotte,CUSA,7,Camilla Ferrari,Fr,OH,6-0,17,10,46,NA,50,16,164,0.207,3,11,3,37,15,NA,4,NA,2,63,NA,NA,NA,148,NA,NA,NA,NA
2022-2023,Charlotte,CUSA,18,Sydney Baham,Fr,MB,6-3,6,2,11,NA,2,2,6,0,NA,NA,NA,NA,NA,NA,5,NA,2.5,4.5,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,FIU,CUSA,7,Madisen Miller,Fr,L,5-8,28,5,101,NA,2,1,11,0.091,18,28,24,175,32,NA,NA,NA,NA,30,NA,NA,NA,396,NA,NA,NA,NA
2022-2023,FIU,CUSA,11,Madison Morgan,Fr,OPP,6-3,28,26,99,NA,184,107,563,0.137,5,NA,NA,36,NA,NA,27,3,16,197.5,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,FIU,CUSA,26,Sierra Moore,Fr,OH,6-0,9,2,22,NA,22,14,91,0.088,1,NA,NA,20,2,NA,4,NA,2,24,NA,NA,NA,72,NA,NA,NA,NA
2022-2023,Fla. Atlantic,CUSA,11,Arianna Beckham,Fr,OH,5-11,16,3,43,NA,70,29,202,0.203,2,NA,NA,11,NA,1,10,3,9,76,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,2,Jailen Hurley,Fr,RS,6-0,20,7,53,NA,64,42,183,0.12,NA,NA,1,16,NA,7,20,4,21,81,NA,NA,NA,4,NA,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,6,Carla Esquer,Fr,OH,5-10,25,15,68,NA,91,56,348,0.101,8,1,10,66,10,2,15,3,12.5,101.5,1,NA,NA,122,NA,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,17,Sydney Jackwin,Fr,OH,5-9,27,15,86,NA,185,87,586,0.167,14,17,16,194,20,1,15,5,13.5,210.5,2,NA,NA,362,NA,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,21,Ashley Jones,Fr,S,6-0,23,18,81,NA,20,6,91,0.154,511,21,40,109,NA,3,4,4,9,46,4,NA,NA,3,NA,NA,NA,NA
2022-2023,Middle Tenn.,CUSA,6,Adriana Rhoda,Fr,OH,6-3,28,20,101,NA,307,110,757,0.26,3,67,69,63,14,14,30,15,44,403,1,NA,NA,68,NA,NA,NA,NA
2022-2023,Middle Tenn.,CUSA,13,Trae McCutchan,Fr,OH,6-2,27,7,85,NA,173,90,482,0.172,2,NA,1,29,7,3,13,1,10.5,182.5,NA,NA,NA,53,NA,NA,NA,NA
2022-2023,Middle Tenn.,CUSA,16,Caroline Macander,Fr,S,5-11,12,2,25,NA,8,0,21,0.381,74,4,8,26,NA,NA,3,NA,2,13.5,2,NA,NA,NA,NA,NA,NA,NA
2022-2023,North Texas,CUSA,6,Brielle Worley,Fr,OH,6-1,9,1,17,NA,11,18,51,-0.137,2,NA,NA,2,1,1,3,1,3.5,13.5,NA,NA,NA,20,NA,NA,NA,NA
2022-2023,North Texas,CUSA,9,Alexa Washington,Fr,S,5-8,24,0,82,NA,12,6,33,0.182,277,9,19,112,NA,NA,NA,1,NA,21,6,NA,NA,2,NA,NA,NA,NA
2022-2023,North Texas,CUSA,11,Victoria Fontenot,Fr,L/DS,5-5,28,1,102,NA,0,1,3,-0.333,12,21,19,149,40,NA,NA,NA,NA,21,NA,NA,NA,363,NA,NA,NA,NA
2022-2023,Rice,CUSA,2,Gaby Mansfield,Fr,L/DS,5-4,31,14,118,NA,1,1,7,0,22,10,12,231,24,NA,NA,NA,NA,11,NA,NA,NA,428,NA,NA,NA,NA
2022-2023,Rice,CUSA,8,Lademi Ogunlana,Fr,MB,5-11,11,0,15,NA,19,7,39,0.308,NA,NA,NA,1,NA,1,4,NA,3,22,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Rice,CUSA,9,Taylor Johnson,Fr,OH,6-0,11,0,12,NA,8,8,31,0,NA,1,2,7,2,1,2,NA,2.5,11,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Rice,CUSA,11,Darby Harris,Fr,S,5-9,31,15,118,NA,1,1,14,0,89,17,12,275,14,NA,NA,NA,NA,18,1,NA,NA,414,NA,NA,NA,NA
2022-2023,UAB,CUSA,11,Izabella Carter,Fr,S,5-11,7,3,18,NA,6,2,24,0.167,112,NA,2,35,NA,1,3,1,3.5,8.5,3,NA,NA,NA,NA,NA,NA,NA
2022-2023,UAB,CUSA,13,Kelsey Smith,Fr,S,5-11,14,2,32,NA,34,18,89,0.18,1,NA,2,11,NA,NA,4,NA,2.5,36,1,NA,NA,1,NA,NA,NA,NA
2022-2023,UAB,CUSA,18,Jay Collins,Fr,MH,6-2,19,14,57,NA,35,10,71,0.352,1,NA,NA,8,2,5,35,1,27.5,57.5,1,NA,NA,3,NA,NA,NA,NA
2022-2023,UTEP,CUSA,6,Torrance Lovesee,Fr,OH,5-11,28,27,108,NA,295,140,673,0.23,4,32,51,99,19,5,37,6,30.5,350.5,1,NA,NA,236,NA,NA,NA,NA
2022-2023,UTEP,CUSA,8,Alyssa King,Fr,MB,6-0,2,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UTEP,CUSA,13,Ashlynn Barnes,Fr,S,5-8,13,3,30,NA,2,0,8,0.25,138,7,4,43,NA,NA,NA,NA,NA,9,6,NA,NA,1,NA,NA,NA,NA
2022-2023,UTEP,CUSA,16,Mackenzie Tijerina,Fr,OH,5-10,1,0,1,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UTEP,CUSA,20,Mattie Gantt,Fr,S,5-11,29,11,115,NA,12,7,49,0.102,550,38,53,139,NA,NA,1,NA,0.5,50.5,7,NA,NA,6,NA,NA,NA,NA
2022-2023,UTEP,CUSA,25,Kaya Weaver,Fr,MB,6-2,24,16,88,NA,141,45,277,0.347,2,1,1,12,1,12,86,4,65.5,197,NA,NA,NA,16,NA,NA,NA,NA
2022-2023,UTEP,CUSA,99,Sara Pustahija,Fr,OH,6-0,29,28,115,NA,258,118,723,0.194,14,55,53,208,40,10,39,2,32.5,342.5,2,NA,NA,508,NA,NA,NA,NA
2022-2023,UTSA,CUSA,5,Caroline Krueger,Fr,OH,6-0,25,9,82,NA,42,37,154,0.032,22,14,17,99,19,1,6,2,6,60,NA,NA,NA,247,NA,NA,NA,NA
2022-2023,UTSA,CUSA,6,Kaitlin Leider,Fr,DS,5-8,21,4,56,NA,0,0,1,0,8,12,9,78,16,NA,NA,NA,NA,12,NA,NA,NA,130,NA,NA,NA,NA
2022-2023,UTSA,CUSA,7,Ava Camacho,Fr,DS,5-9,26,1,100,NA,0,1,3,-0.333,75,13,26,434,30,NA,NA,NA,NA,13,NA,NA,NA,486,NA,NA,NA,NA
2022-2023,UTSA,CUSA,17,Grace King,Fr,OH,5-10,5,0,7,NA,1,4,13,-0.231,NA,NA,NA,2,NA,NA,3,NA,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UTSA,CUSA,18,Katelyn Krienke,Fr,MB,6-0,24,17,85,NA,167,82,470,0.181,1,2,1,48,2,4,44,5,28.5,195,NA,NA,NA,9,NA,NA,NA,NA
2022-2023,Western Ky.,CUSA,0,Callahan Wiegandt,Fr,S,5-7,18,0,26,NA,0,0,0,NA,2,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Western Ky.,CUSA,14,Callie Bauer,Fr,S,5-11,33,33,111,NA,85,18,226,0.296,1236,24,28,197,NA,1,55,5,38.5,137.5,15,1,NA,3,NA,NA,NA,NA
2022-2023,Western Ky.,CUSA,15,Abby Schaefer,Fr,DS,5-7,32,0,108,NA,1,0,1,1,59,29,48,318,82,NA,NA,NA,NA,30,NA,NA,NA,1143,NA,NA,NA,NA
2022-2023,Western Ky.,CUSA,31,Logan Grevengoed,Fr,OH,6-3,7,0,10,NA,6,0,12,0.5,1,NA,NA,NA,NA,NA,3,NA,1.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Chicago St.,DI Independent,6,Lauren Martin,Fr,L,5-3,2,0,5,NA,1,1,2,0,1,NA,1,13,5,NA,NA,NA,NA,1,NA,NA,NA,24,NA,NA,NA,NA
2022-2023,Chicago St.,DI Independent,17,Nihal Kocakara,Fr,OH,6-0,3,0,5,NA,3,5,12,-0.167,1,NA,NA,5,2,NA,1,NA,0.5,3.5,NA,NA,NA,17,NA,NA,NA,NA
2022-2023,Chicago St.,DI Independent,21,Julieta Sandez,Fr,MB,6-4,23,21,84,NA,81,52,262,0.111,13,5,7,55,NA,8,57,2,42.5,122.5,NA,NA,NA,9,NA,NA,NA,NA
2022-2023,Cleveland St.,Horizon,8,Ayva Leon,Fr,DS,5-8,6,0,8,NA,0,0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
2022-2023,Cleveland St.,Horizon,12,Karly Klaer,Fr,S,5-10,28,27,106,NA,132,53,441,0.179,871,16,34,278,1,5,54,11,47,180,24,NA,NA,13,NA,NA,NA,NA
2022-2023,Cleveland St.,Horizon,16,Laken Voss,Fr,OH,5-10,30,29,113,NA,389,140,1314,0.189,24,28,43,275,25,3,49,7,35.5,444.5,1,NA,NA,671,NA,NA,NA,NA
2022-2023,Cleveland St.,Horizon,17,Lesley Marshall,Fr,DS,5-3,5,0,8,NA,0,0,1,0,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
2022-2023,Green Bay,Horizon,12,Kendall Schara,Fr,OH,5-8,23,3,45,NA,37,11,110,0.236,3,2,9,41,4,1,3,2,5,41.5,1,NA,NA,95,NA,NA,NA,NA
2022-2023,Green Bay,Horizon,13,Emma Johnson,Fr,S,5-9,8,1,17,NA,0,1,5,-0.2,63,1,1,9,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA
2022-2023,IU Indy,Horizon,1,Morgan Ostrowski,Fr,MB,6-1,30,30,114,NA,151,74,436,0.177,6,18,22,50,NA,6,97,7,68,223.5,2,NA,NA,13,NA,NA,NA,NA
2022-2023,Milwaukee,Horizon,4,Josie Johnson,Fr,S,5-7,30,12,106,NA,11,2,55,0.164,491,12,31,156,NA,NA,2,NA,1,24,11,NA,NA,3,NA,NA,NA,NA
2022-2023,Milwaukee,Horizon,5,Maddie Moan,Fr,RS,6-1,20,8,55,NA,28,19,93,0.097,2,NA,1,8,NA,NA,25,NA,13,40.5,NA,NA,NA,7,NA,NA,NA,NA
2022-2023,Milwaukee,Horizon,7,Kara Erdmann,Fr,DS,5-6,25,4,83,NA,2,1,10,0.1,42,9,16,228,41,NA,NA,NA,NA,11,1,NA,NA,515,NA,NA,NA,NA
2022-2023,Milwaukee,Horizon,10,Czhen Beneby,Fr,MB,6-4,30,19,105,NA,173,93,432,0.185,3,NA,NA,35,1,11,69,20,67.5,218.5,NA,NA,NA,4,NA,NA,NA,NA
2022-2023,Milwaukee,Horizon,11,Natalie Schmitz,Fr,OH,6-1,30,19,106,NA,289,114,790,0.222,6,7,8,61,5,2,30,6,23,313,1,NA,NA,49,NA,NA,NA,NA
2022-2023,Milwaukee,Horizon,16,Rachel Scott,Fr,RS,6-2,6,2,20,NA,9,10,53,-0.019,NA,NA,NA,9,1,1,7,2,6.5,13.5,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Northern Ky.,Horizon,2,Lucy Cluxton,Fr,L/DS,5-10,29,1,91,NA,5,10,33,-0.152,11,22,21,151,23,NA,1,NA,0.5,27.5,NA,NA,NA,309,NA,NA,NA,NA
2022-2023,Northern Ky.,Horizon,5,Madison Tracy,Fr,S,5-9,22,1,78,NA,17,1,46,0.348,389,21,32,126,NA,NA,NA,1,1,38,12,NA,NA,3,NA,NA,NA,NA
2022-2023,Northern Ky.,Horizon,14,Raelyn Sanders,Fr,MB,5-10,4,3,13,NA,5,8,33,-0.091,3,NA,NA,3,NA,NA,6,NA,3,8,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Oakland,Horizon,2,Lyse Bates,Fr,L/DS,5-4,18,8,50,NA,1,0,2,0.5,5,6,6,73,17,NA,NA,NA,NA,7,NA,NA,NA,215,NA,NA,NA,NA
2022-2023,Oakland,Horizon,9,Rachel Rossman,Fr,S,5-7,18,6,62,NA,2,2,14,0,281,10,7,132,NA,NA,NA,NA,NA,12,10,NA,NA,NA,NA,NA,NA,NA
2022-2023,Oakland,Horizon,16,Anika Prisby,Fr,MB,6-4,23,16,60,NA,69,36,188,0.176,NA,NA,NA,17,NA,10,27,2,26,92.5,1,NA,NA,3,NA,NA,NA,NA
2022-2023,Purdue Fort Wayne,Horizon,4,LonDynn Betts,Fr,L,5-5,29,5,106,NA,3,2,19,0.053,25,20,20,307,34,NA,NA,1,1,23,NA,NA,NA,462,NA,NA,NA,NA
2022-2023,Purdue Fort Wayne,Horizon,6,Savanna Rogers,Fr,S,5-8,4,0,4,NA,0,0,0,NA,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Purdue Fort Wayne,Horizon,19,Jena Medearis,Fr,MB,6-0,14,12,42,NA,23,12,69,0.159,NA,NA,NA,6,NA,4,33,3,23.5,43.5,1,NA,NA,1,NA,NA,NA,NA
2022-2023,Purdue Fort Wayne,Horizon,21,Iris Riegel,Fr,OH,6-1,29,22,99,NA,290,166,799,0.155,3,NA,NA,29,NA,6,27,4,24,309.5,NA,NA,NA,14,NA,NA,NA,NA
2022-2023,Purdue Fort Wayne,Horizon,22,Emma Mirabelli,Fr,OH,6-1,8,1,14,NA,18,27,86,-0.105,NA,2,1,7,1,NA,NA,1,1,20,NA,NA,NA,13,NA,NA,NA,NA
2022-2023,Robert Morris,Horizon,1,Kaitlyn Brown,Fr,S,5-8,30,13,111,NA,55,12,149,0.289,624,21,22,241,1,2,6,4,9,81,9,NA,NA,2,NA,NA,NA,NA
