Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School
2024-2025,Georgetown,Big East,2,Maria Filippova,So,OH,6-1,5,2,17,NA,33,15,89,0.202,1,NA,NA,9,NA,NA,16,NA,NA,41,NA,NA,NA,NA,NA,"Gaithersburg, MD",Northwest
2024-2025,Georgetown,Big East,9,Kamryn Lee-Caracci,So,MB,6-1,30,23,104,NA,248,94,610,0.252,3,15,26,94,1,6,72,4,NA,305,NA,NA,NA,20,NA,"La Grange, IL",Lyons Township
2024-2025,Georgetown,Big East,10,Emily Wen,So,S,5-10,29,26,98,NA,15,6,70,0.129,720,18,46,175,1,NA,9,1,NA,37.5,NA,NA,NA,8,NA,"San Gabriel, CA",Polytechnic
2024-2025,Georgetown,Big East,12,Mei Corricello,So,DS,5-7,16,0,24,NA,1,0,1,1,1,NA,2,17,6,NA,NA,NA,NA,1,NA,NA,NA,76,NA,"Cupertino, CA",Lynbrook
2024-2025,Georgetown,Big East,15,Grace Albaugh,So,OH,6-0,16,2,27,NA,13,11,67,0.03,1,NA,5,19,5,NA,3,NA,NA,14.5,NA,NA,NA,52,NA,"Jacksonville, FL",Bolles School
2024-2025,Marquette,Big East,2,Molly Berezowitz,So,DS,5-7,34,3,117,NA,1,0,8,0.125,48,16,26,252,18,NA,NA,NA,NA,17,NA,NA,NA,329,NA,"Burlington, WI",Burlington
2024-2025,Providence,Big East,1,Miller McDonald,So,S,5-8,29,29,108,NA,21,6,73,0.205,686,18,22,248,1,1,9,2,NA,44.5,NA,NA,NA,5,NA,"Dallas, TX",Lake Highlands
2024-2025,Providence,Big East,3,Kelsey Holmes,So,RS,6-1,8,0,26,NA,5,2,17,0.176,91,1,NA,6,NA,1,11,NA,NA,12.5,NA,NA,NA,NA,NA,"Fulton, MD",Reservoir
2024-2025,Providence,Big East,4,Addy Frye,So,OH,5-8,18,0,61,NA,1,3,12,-0.167,11,17,11,82,18,NA,NA,NA,NA,18,NA,NA,NA,194,NA,"Zionsville, IN",Traders Point Christian
2024-2025,Providence,Big East,5,Megan Weldon,So,OH,6-0,18,7,50,NA,48,28,183,0.109,3,NA,4,31,4,1,20,NA,NA,59,NA,NA,NA,64,NA,"Keller, TX",The Oakridge School
2024-2025,Providence,Big East,7,Shea Dupuis,So,RS,6-1,20,10,71,NA,107,56,331,0.154,4,12,11,30,NA,3,34,5,NA,139,NA,NA,NA,4,NA,"Richardson, TX",JJ Pearce
2024-2025,Providence,Big East,11,Lyric Berry,So,MB,6-1,25,24,85,NA,133,57,283,0.269,6,1,NA,19,1,13,43,13,NA,168.5,1,NA,NA,32,NA,"Wylie, TX",Bishop Lynch
2024-2025,Providence,Big East,15,Macy Taylor,So,OH,5-10,29,22,105,NA,157,84,583,0.125,20,28,44,247,34,NA,9,NA,NA,189.5,NA,NA,NA,544,NA,"Rowlett, TX",Sachse
2024-2025,Seton Hall,Big East,13,Madison Loiselle,So,OH,6-3,26,18,85,NA,197,69,514,0.249,1,NA,NA,36,NA,2,37,1,NA,217.5,NA,NA,NA,1,NA,"Danville, CA",Monte Vista
2024-2025,Seton Hall,Big East,16,Senna Roberts-Navarro,So,OH,5-11,26,17,83,NA,210,75,706,0.191,12,11,31,160,35,7,25,1,NA,240.5,NA,NA,NA,369,NA,"Honolulu, HI",Iolani School
2024-2025,Seton Hall,Big East,17,Rylee Nelson,So,L/DS,5-9,20,1,71,NA,1,2,8,-0.125,49,4,14,235,21,NA,NA,NA,NA,5,NA,NA,NA,356,NA,"Mazeppa, MN",Zumbrota-Mazeppa
2024-2025,St. John's (NY),Big East,1,Sujeili Mermella,So,DS,5-6,30,0,62,NA,0,0,1,0,10,4,13,68,9,NA,NA,NA,NA,4,NA,NA,NA,141,NA,"San Antonio, TX",Antonian
2024-2025,St. John's (NY),Big East,9,Rashanny Solano Smith,So,L,5-3,34,0,126,NA,1,1,8,0,107,18,31,519,27,NA,NA,NA,NA,19,NA,NA,NA,575,NA,"Limon, Costa Rica",NA
2024-2025,UConn,Big East,1,Isabella Suhy,So,L/DS,5-5,31,6,99,NA,0,0,2,0,12,13,21,92,11,NA,NA,NA,NA,13,NA,NA,NA,150,NA,"Maumee, OH",Saint Ursula Academy
2024-2025,UConn,Big East,2,Maggie Carley,So,S,-,5,0,9,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trumbull, CT",Trumbull
2024-2025,UConn,Big East,15,Grace Maria,So,OH,6-2,34,27,123,NA,108,50,400,0.145,25,37,33,242,38,5,23,7,NA,161.5,NA,NA,NA,527,NA,"Arlington, VA",Bishop O'Connell
2024-2025,UConn,Big East,16,Audrey Rome,So,MB,6-3,26,24,85,NA,158,75,385,0.216,2,5,22,23,1,19,66,11,NA,215,NA,NA,NA,5,NA,"Sandwich, IL",Sandwich
2024-2025,Villanova,Big East,10,Abby Harrell,So,OH,5-10,31,31,112,NA,354,158,981,0.2,18,34,48,244,47,2,45,6,NA,412.5,NA,NA,NA,643,NA,"Ellensburg, WA",Ellensburg
2024-2025,Villanova,Big East,20,Sophia Stalcup,So,MB,6-3,2,0,2,NA,3,0,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trabuco Canyon, CA",Santa Margarita Catholic
2024-2025,Villanova,Big East,25,Annika Veurink,So,MB,6-2,3,0,3,NA,2,1,9,0.111,NA,NA,NA,NA,NA,NA,3,NA,NA,3.5,NA,NA,NA,NA,NA,"Eden Prairie, MN",Southwest Christian
2024-2025,Villanova,Big East,29,Marly Smith,So,OH,5-11,10,0,18,NA,22,13,67,0.134,NA,8,7,15,5,1,3,1,NA,32.5,NA,NA,NA,58,NA,"Manhattan Beach, CA",El Segundo
2024-2025,Xavier,Big East,7,Elouise Czajkowski,So,L/DS,5-7,27,7,90,NA,1,1,10,0,16,20,40,177,13,NA,NA,NA,NA,21,1,NA,NA,286,NA,"Murfreesboro, TN",Siegel
2024-2025,Xavier,Big East,9,Quinci Thomas,So,OH,6-1,17,4,46,NA,72,22,240,0.208,NA,3,1,26,6,NA,11,4,NA,80.5,NA,NA,NA,90,NA,"Brownsburg, IN",Brownsburg
2024-2025,Eastern Wash.,Big Sky,4,Sophia Lindemann,So,MB,6-1,1,0,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monument, CO",Lewis-Palmer
2024-2025,Eastern Wash.,Big Sky,9,Kalista Lukovich,So,OH,6-0,27,27,102,NA,304,108,989,0.198,17,20,21,277,35,1,39,1,NA,344.5,2,NA,NA,706,NA,"Happy Valley, OR",Adrienne C. Nelson
2024-2025,Eastern Wash.,Big Sky,14,Elle Bruegman,So,DS,5-8,26,15,92,NA,0,0,4,0,21,15,6,185,20,NA,NA,NA,NA,15,1,NA,NA,365,NA,"Eugene, OR",Sheldon
2024-2025,Idaho,Big Sky,10,Natalia Wielgus,So,S,6-1,21,12,56,NA,18,3,64,0.234,275,4,18,75,1,NA,11,NA,NA,27.5,1,NA,NA,4,NA,"Ldz, Poland",NA
2024-2025,Idaho,Big Sky,13,Chiara Gennari,So,S,6-0,27,19,72,NA,85,81,329,0.012,23,10,29,80,41,1,15,3,NA,103.5,NA,NA,NA,412,NA,"Barcelona, Spain",IES Joaquim Blume
2024-2025,Idaho,Big Sky,18,Ceren Sert,So,MB,6-1,25,14,60,NA,47,16,142,0.218,5,8,17,25,NA,7,35,2,NA,79.5,NA,NA,NA,24,NA,"Ankara, Turkey",TVF Sport High School
2024-2025,Idaho,Big Sky,20,Zuzanna Wieczorek,So,OPP,6-1,27,23,74,NA,162,74,442,0.199,9,16,37,100,3,1,25,4,NA,191.5,1,NA,NA,37,NA,"Luban, Poland",Secondary School of Sports Championship
2024-2025,Idaho St.,Big Sky,1,Sydney  Hess,So,S,-,14,0,19,NA,1,0,2,0.5,13,1,1,21,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Idaho Falls, ID",CSI
2024-2025,Idaho St.,Big Sky,5,Chloe Heimlicher,So,DS,5-6,28,4,101,NA,1,3,6,-0.333,20,4,5,104,24,NA,NA,NA,NA,5,NA,NA,NA,392,NA,"Parker, CO",NA
2024-2025,Idaho St.,Big Sky,15,Marci Bell,So,MB,5-9,31,31,123,NA,229,62,503,0.332,12,23,37,74,1,11,142,5,NA,334,NA,NA,NA,5,NA,"Henefer, UT",North Summit
2024-2025,Idaho St.,Big Sky,26,Jaydin Watts,So,MB,6-2,31,31,120,NA,235,59,538,0.327,3,NA,NA,48,NA,18,143,5,NA,324.5,NA,NA,NA,1,NA,"Lancaster, CA",NA
2024-2025,Montana,Big Sky,1,Olivia Liermann,So,OH,5-10,1,0,1,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Coeur d'Alene, ID",Lake City HS
2024-2025,Montana,Big Sky,9,Gracie Cagle,So,S,5-11,24,7,66,NA,19,4,50,0.3,251,7,8,75,NA,NA,1,1,NA,26.5,NA,NA,NA,NA,NA,"Frisco, TX",Reedy HS
2024-2025,Montana,Big Sky,15,Calista Ousley,So,MB,6-2,2,0,2,NA,1,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"Palmer, AK",Colony HS
2024-2025,Montana St.,Big Sky,22,Joelie Spelts,So,MB,6-3,28,20,101,NA,147,68,409,0.193,5,6,22,71,2,7,81,6,NA,200.5,NA,NA,NA,10,NA,"Gillette, WY",Thunder Basin HS
2024-2025,Northern Ariz.,Big Sky,1,Hanah Stoddard,So,OH,6-1,28,26,93,NA,287,123,958,0.171,9,16,52,226,30,7,20,2,NA,320,NA,NA,NA,691,NA,"Coeur dAlene, ID",Lake City
2024-2025,Northern Ariz.,Big Sky,14,Avery Gottschalk,So,MB,6-3,18,16,56,NA,42,16,124,0.21,2,NA,NA,16,NA,5,47,3,NA,70.5,NA,NA,NA,2,NA,"Rocklin, CA",Rocklin
2024-2025,Northern Colo.,Big Sky,11,Alayna Tessena,So,OH,5-11,35,11,121,NA,262,129,751,0.177,7,11,29,101,26,4,28,4,NA,291,NA,NA,NA,179,NA,"Medina, OH",Highland
2024-2025,Northern Colo.,Big Sky,15,Gabi Placide,So,OH,6-0,36,36,140,NA,496,209,1188,0.242,13,38,52,198,1,12,79,4,NA,585.5,NA,NA,NA,11,NA,"Centennial, CO",Grandview
2024-2025,Northern Colo.,Big Sky,16,Bella LePore,So,L/DS,5-5,36,22,139,NA,1,0,17,0.059,33,38,56,236,41,NA,NA,NA,NA,39,NA,NA,NA,634,NA,"Brentwood, TN",Ravenwood
2024-2025,Portland St.,Big Sky,2,Paige Stepaniuk,So,L/DS,5-6,28,0,97,NA,1,0,13,0.077,65,20,40,321,18,NA,NA,NA,NA,21,NA,NA,NA,494,NA,"Ridgefield, WA",Ridgefield HS
2024-2025,Portland St.,Big Sky,8,Naomi White,So,MB,6-0,28,28,99,NA,194,42,460,0.33,1,2,4,25,NA,17,86,14,NA,256,1,NA,NA,7,NA,"Las Vegas, NV",Palo Verde HS
2024-2025,Portland St.,Big Sky,10,Sydney Stenson,So,RS,6-0,22,9,53,NA,43,38,157,0.032,3,2,3,17,NA,2,20,1,NA,57,NA,NA,NA,2,NA,"Lakewood, CO",Bear Creek HS
2024-2025,Portland St.,Big Sky,17,Devon DeNecochea,So,OPP,6-3,22,6,55,NA,78,27,223,0.229,NA,3,10,26,NA,1,30,4,NA,97,1,NA,NA,1,NA,"San Diego, CA",Canyon Crest Academy
2024-2025,Sacramento St.,Big Sky,1,Karlie Spohn,So,MB,5-10,27,26,99,NA,87,38,241,0.203,7,NA,2,26,1,10,61,10,NA,127.5,1,NA,NA,13,NA,"Manteca, CA",Manteca HS
2024-2025,Sacramento St.,Big Sky,2,Reese Ampi,So,DS,5-6,33,0,126,NA,2,0,3,0.667,94,38,61,359,17,NA,NA,NA,NA,40,NA,NA,NA,184,NA,"Redding, CA",American River JC
2024-2025,Sacramento St.,Big Sky,5,Allison Mimbs,So,OH,5-11,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chico, CA",Pleasant Valley HS
2024-2025,Weber St.,Big Sky,3,Ali Wiest,So,OH,6-0,18,0,54,NA,9,9,41,0,8,1,NA,59,16,NA,1,NA,NA,10.5,NA,NA,NA,198,NA,"Peoria, AZ",Sandra Day O' Connor HS
2024-2025,Weber St.,Big Sky,5,Rose Moore,So,S,6-1,30,23,110,NA,209,86,589,0.209,3,18,37,99,NA,7,61,8,NA,264.5,1,NA,NA,3,NA,"Lehi, UT",Skyridge HS
2024-2025,Weber St.,Big Sky,19,Stacia Barker,So,MB,6-2,11,3,19,NA,19,6,50,0.26,NA,NA,NA,3,NA,1,19,2,NA,29.5,NA,NA,NA,2,NA,"Evanston, WY",Evanston HS
2024-2025,Charleston So.,Big South,1,Luana Carvalho,So,OH,6-0,17,1,49,NA,68,46,233,0.094,3,6,16,29,1,1,17,2,NA,83.5,NA,NA,NA,4,NA,"Lisbon, Portugal",Officinas de S. Jose HS
2024-2025,Charleston So.,Big South,4,Presley Morris,So,L/DS,5-3,27,3,95,NA,0,0,14,0,38,7,5,193,8,NA,NA,NA,NA,7,NA,NA,NA,112,NA,"Little Rock, AR",Baptist Prep HS
2024-2025,Charleston So.,Big South,10,Brenna Rowland,So,MB,6-2,27,27,99,NA,183,62,428,0.283,5,1,3,28,NA,34,67,7,NA,251.5,1,NA,NA,3,NA,"Scottsdale, AZ",Chaparral HS
2024-2025,Charleston So.,Big South,14,Faith Burch,So,RS,5-10,27,22,97,NA,259,120,695,0.2,4,2,2,76,2,5,23,2,NA,277.5,1,NA,NA,35,NA,"Indianapolis, IN",Roncalli HS
2024-2025,Gardner-Webb,Big South,4,Molly Littlefield,So,L,5-3,28,0,97,NA,2,4,45,-0.044,98,22,22,524,20,NA,NA,NA,NA,24,NA,NA,NA,449,NA,"Rockton, IL",Hononegah
2024-2025,Gardner-Webb,Big South,6,Sloane Rooney,So,S,5-10,24,15,60,NA,2,5,27,-0.111,255,12,9,109,NA,NA,NA,NA,NA,14,1,NA,NA,2,NA,"Bloomsbury, NJ",Phillipsburg
2024-2025,Gardner-Webb,Big South,8,Milla Lugo,So,MH,5-10,27,19,82,NA,49,27,198,0.111,1,5,9,28,1,7,38,6,NA,80,3,NA,NA,6,NA,"Anderson, SC",NA
2024-2025,Gardner-Webb,Big South,13,Cayton White,So,OH,6-0,28,23,97,NA,294,150,961,0.15,6,26,26,155,28,2,22,4,NA,333,NA,NA,NA,467,NA,"Reno, NV",Damonte Ranch
2024-2025,High Point,Big South,5,Kea Whillock,So,DS,5-8,19,6,66,NA,4,1,10,0.3,24,11,21,135,11,NA,NA,NA,NA,15,NA,NA,NA,265,NA,"Keller, TX",Keller
2024-2025,High Point,Big South,7,Eve Wilson,So,MB,6-3,28,14,101,NA,191,66,424,0.295,3,13,27,62,1,3,81,3,NA,247.5,1,NA,NA,12,NA,"Sandy, UT",Skyline
2024-2025,High Point,Big South,16,Isabella Healy,So,OH,5-10,17,0,34,NA,0,0,0,NA,2,5,18,6,1,NA,NA,NA,NA,5,NA,NA,NA,2,NA,"Culver City, CA",Mira Costa
2024-2025,High Point,Big South,19,Kennedy Louisell,So,OH,6-0,30,9,87,NA,194,95,525,0.189,13,19,15,106,12,3,23,NA,NA,227.5,NA,NA,NA,227,NA,"Grand Rapids, MI",Forest Hills Northern
2024-2025,Presbyterian,Big South,4,Courtney Williams,So,OPP,5-9,29,29,114,NA,288,80,785,0.265,6,1,1,76,NA,19,68,3,NA,342,NA,NA,NA,5,NA,"Oxford, NC",Granville Early College
2024-2025,Presbyterian,Big South,5,Amaris Alvarez,So,L,5-2,29,2,110,NA,0,0,16,0,29,16,43,137,28,NA,NA,NA,NA,16,1,NA,NA,308,NA,"Miami, FL",Ronald Wilson Reagan
2024-2025,Presbyterian,Big South,12,Julia Yurkovich,So,OH,5-11,29,23,104,NA,241,120,854,0.142,7,2,NA,90,16,5,36,4,NA,266,NA,NA,NA,239,NA,"Landenberg, PA",Saint Mark's
2024-2025,Presbyterian,Big South,16,Brittney Daphnis,So,MB,5-11,26,24,97,NA,74,41,225,0.147,5,3,2,12,NA,8,72,10,NA,121,NA,NA,NA,12,NA,"League City, TX",Chaparral
2024-2025,Presbyterian,Big South,17,Celimar Hoyos,So,L,5-6,27,1,101,NA,0,1,23,-0.043,69,22,35,341,31,NA,NA,NA,NA,22,NA,NA,NA,456,NA,"Caguas, Puerto Rico",Archbishop McCarthy
2024-2025,Presbyterian,Big South,22,Ashley Miller,So,OH,6-0,22,12,63,NA,165,91,626,0.118,8,14,16,123,20,4,13,2,NA,189.5,NA,NA,NA,285,NA,"Brentwood, TN",Brentwood
2024-2025,Radford,Big South,2,Rylee Sloss,So,S,5-7,26,4,88,NA,55,35,169,0.118,281,8,31,129,4,1,16,4,NA,72,2,NA,NA,29,NA,"Blacksburg, VA",Blacksburg High School
2024-2025,Radford,Big South,16,Alana Kolb,So,MB,6-2,21,14,56,NA,44,22,115,0.191,2,14,11,27,NA,3,55,7,NA,88.5,NA,NA,NA,1,NA,"Gulf Breeze, FL",Gulf Breeze High School
2024-2025,Radford,Big South,18,Taryn Roberts,So,MB,6-1,21,13,50,NA,43,17,107,0.243,3,6,8,29,NA,4,32,5,NA,69,1,NA,NA,6,NA,"Franklin, TN",Franklin High School
2024-2025,UNC Asheville,Big South,15,Megan Oppegard,So,OH,5-10,15,0,41,NA,1,0,4,0.25,3,9,17,29,5,NA,NA,NA,NA,10,NA,NA,NA,43,NA,"Durham, NC",Cardinal Gibbons HS
2024-2025,UNC Asheville,Big South,18,Kat Davis,So,S,5-7,14,0,32,NA,2,2,17,0,111,6,11,56,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,"Raleigh, NC",Needham Broughton HS
2024-2025,UNC Asheville,Big South,30,Sydney Bradley,So,RS,6-3,3,0,6,NA,8,4,18,0.222,1,NA,NA,2,NA,NA,2,2,NA,9,NA,NA,NA,NA,NA,"Dallas, TX",Duncanville HS
2024-2025,UNC Asheville,Big South,32,Albertine van der Goot,So,RS,6-6,23,18,87,NA,183,61,501,0.244,5,NA,NA,36,1,13,57,8,NA,224.5,1,NA,NA,1,NA,"Oosthem, Netherlands",RSG Magister Alvinus Sneek
2024-2025,USC Upstate,Big South,5,Alyssa Hook,So,OH,6-0,9,4,23,NA,52,24,163,0.172,NA,NA,4,15,5,NA,2,4,NA,53,1,NA,NA,78,NA,"Boca Raton, FL",West Boca Raton
2024-2025,USC Upstate,Big South,8,Nya Browne,So,MB,6-1,8,3,15,NA,6,4,31,0.065,1,NA,1,2,NA,NA,9,2,NA,10.5,NA,NA,NA,2,NA,"Nashville, TN",Hume-Fogg
2024-2025,Winthrop,Big South,12,Reece Rhoads,So,OH,5-11,2,0,2,NA,3,4,18,-0.056,1,1,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,"Cumming, GA",West Forsyth H.S.
2024-2025,Winthrop,Big South,13,Alyah Cadavid,So,DS,5-8,21,2,58,NA,0,0,2,0,12,14,10,147,6,NA,NA,NA,NA,14,NA,NA,NA,140,NA,"Miami, FL",Westminster Christian School
2024-2025,Winthrop,Big South,15,Jessica Cinci,So,OPP,6-0,4,0,5,NA,5,4,16,0.063,NA,NA,1,5,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,"Lighthouse Point, FL",Cardinal Gibbons H.S.
2024-2025,Winthrop,Big South,18,Rachel McCollum,So,OPP,6-2,27,24,90,NA,213,93,643,0.187,14,7,21,135,NA,3,48,3,NA,247,NA,NA,NA,5,NA,"Lakeland, TN",Collierville H.S.
2024-2025,Illinois,Big Ten,3,Lily Barry,So,L/DS,5-6,26,1,85,NA,0,0,4,0,17,14,27,160,26,NA,NA,NA,NA,14,NA,NA,NA,283,NA,"Emden, IL",University
2024-2025,Illinois,Big Ten,4,Bianca May,So,S,5-8,9,0,21,NA,0,0,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orland Park, IL",Carl Sandburg
2024-2025,Illinois,Big Ten,11,Cari Bohm,So,MB,6-4,31,31,114,NA,64,17,142,0.331,10,NA,NA,14,2,8,106,5,NA,125,NA,NA,NA,6,NA,"Ann Arbor, MI",Skyline
2024-2025,Illinois,Big Ten,19,Vivian Campbell,So,S,5-10,10,0,18,NA,0,0,0,NA,6,6,8,3,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"Oswego, IL",Oswego East
2024-2025,Indiana,Big Ten,8,Luca Fickell,So,S,6-1,14,0,28,NA,0,0,0,NA,10,3,8,12,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Cincinnati, OH",St. Ursula Academy
2024-2025,Indiana,Big Ten,11,Ava Vickers,So,MB,6-0,24,21,84,NA,98,24,236,0.314,2,NA,2,16,2,12,55,6,NA,137.5,1,NA,NA,13,NA,"Fishers, IN",Fishers
2024-2025,Indiana,Big Ten,32,Ramsey Gary,So,L,5-7,30,0,108,NA,1,0,3,0.333,101,9,14,438,15,NA,NA,NA,NA,10,NA,NA,NA,434,NA,"Pendleton, IN",Pendleton Heights
2024-2025,Iowa,Big Ten,9,Gabby Deery,So,OH,6-2,24,12,73,NA,137,91,415,0.111,2,2,3,35,3,2,18,NA,NA,150,NA,NA,NA,21,NA,"Burlington, IA",Burlington Notre Dame
2024-2025,Iowa,Big Ten,12,Hannah Whittingstall,So,MH,6-2,32,29,104,NA,214,69,538,0.27,12,20,31,44,3,11,103,6,NA,296.5,NA,NA,NA,34,NA,"San Antonio, TX",Alamo Heights
2024-2025,Iowa,Big Ten,22,Rosa Vesty,So,MH,6-2,8,1,12,NA,7,14,51,-0.137,NA,2,NA,9,NA,NA,3,NA,NA,10.5,NA,NA,NA,5,NA,"Christchurch, New Zealand",Burnside
2024-2025,Maryland,Big Ten,5,Alex McGillivray,So,L,5-8,8,0,9,NA,0,0,0,NA,1,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,"Solana Beach, CA",Torrey Pines
2024-2025,Maryland,Big Ten,7,Jonna Spohn,So,L,5-5,28,1,85,NA,3,0,4,0.75,16,16,22,102,20,NA,NA,NA,NA,19,NA,NA,NA,232,NA,"Lewis Center, OH",Olentangy
2024-2025,Maryland,Big Ten,16,Sydney Bryant,So,OH,5-11,21,11,75,NA,187,109,553,0.141,8,NA,2,45,18,6,25,5,NA,205.5,NA,NA,NA,192,NA,"Upper Marlboro, MD",Flint Hill
2024-2025,Maryland,Big Ten,17,Eva Rohrbach,So,MB,6-2,30,30,107,NA,170,54,390,0.297,11,19,31,68,NA,10,98,7,NA,248,NA,NA,NA,31,NA,"San Diego, CA",La Costa Canyon
2024-2025,Michigan,Big Ten,5,Lydia Johnson,So,OPP,6-3,5,2,12,NA,11,6,44,0.114,NA,NA,NA,2,NA,1,5,1,NA,14.5,NA,NA,NA,NA,NA,"Edmonton, Canada",Ross Sheppard
2024-2025,Michigan,Big Ten,7,Morgan Burke,So,S,6-0,31,31,117,NA,38,20,131,0.137,1168,31,23,294,NA,NA,39,3,NA,88.5,NA,NA,NA,11,NA,"Omaha, NE",Skutt Catholic
2024-2025,Michigan,Big Ten,10,Carly Greskovics,So,L/DS,5-6,11,4,29,NA,1,0,1,1,6,1,NA,33,5,NA,NA,NA,NA,2,NA,NA,NA,118,NA,"Manhattan Beach, CA",Mira Costa
2024-2025,Michigan,Big Ten,13,Valentina Vaulet,So,OPP,6-1,29,29,108,NA,355,173,951,0.191,27,63,79,235,3,1,60,10,NA,449,1,NA,NA,13,NA,"Córdoba, Argentina",EEM N3 de 10
2024-2025,Michigan St.,Big Ten,2,Karolina Staniszewska,So,OH,6-0,12,8,30,NA,47,35,166,0.072,6,9,12,76,18,NA,8,NA,NA,60,NA,NA,NA,217,NA,"Warsaw, Poland",Niepubliczna Szkola Sportowa w Mielcu im. Grzegorza Lato
2024-2025,Michigan St.,Big Ten,5,Ky Clayton,So,L/DS,5-6,13,0,30,NA,0,0,0,NA,NA,5,3,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"Lees Summit, MO",Lee's Summit
2024-2025,Michigan St.,Big Ten,9,Zuzanna Kulig,So,MB,6-4,30,30,109,NA,145,28,336,0.348,7,26,27,44,NA,26,128,7,NA,261,NA,NA,NA,9,NA,"Chrzanw, Poland",Wyzsza Szkola Lingwistyczna
2024-2025,Michigan St.,Big Ten,14,Taylah Holdem,So,OH,6-2,27,18,95,NA,157,109,549,0.087,21,17,47,153,21,NA,24,3,NA,186,NA,NA,NA,619,NA,"Christchurch, New Zealand",Burnside
2024-2025,Michigan St.,Big Ten,23,Cameron Berger,So,S,5-11,2,0,3,NA,0,0,1,0,18,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"Eden Prairie, MN",Eden Prairie
2024-2025,Minnesota,Big Ten,6,Kate Thibault,So,L/DS,5-4,32,9,120,NA,3,1,7,0.286,37,NA,6,215,25,NA,NA,NA,NA,3,NA,NA,NA,378,NA,"Watertown, MN",Watertown-Mayer HS
2024-2025,Minnesota,Big Ten,8,Calissa Minatee,So,MB,6-1,32,30,114,NA,173,59,374,0.305,6,1,6,28,2,7,105,10,NA,233.5,NA,NA,NA,9,NA,"Kansas City, MO",North Kansas City
2024-2025,Minnesota,Big Ten,11,Chloe Ng,So,S,5-9,5,0,9,NA,1,0,1,1,9,3,4,1,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,"Vancouver, Canada",York House
2024-2025,Minnesota,Big Ten,12,Zeynep Palabiyik,So,L/DS,5-4,32,0,122,NA,3,1,15,0.133,161,17,32,471,39,NA,NA,NA,NA,20,NA,NA,NA,603,NA,"Istanbul, Turkey",NA
2024-2025,Nebraska,Big Ten,2,Bergen Reilly,So,S,6-1,36,36,122,NA,81,14,175,0.383,1352,21,37,348,NA,3,59,8,NA,134.5,NA,NA,NA,4,NA,"Sioux Falls, SD",O'Gorman
2024-2025,Nebraska,Big Ten,6,Laney Choboy,So,L/DS,5-3,36,0,121,NA,0,0,3,0,36,NA,1,185,10,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,"Raleigh, NC",Leesville Road
2024-2025,Nebraska,Big Ten,15,Andi Jackson,So,MB,6-3,34,34,114,NA,299,73,515,0.439,2,1,5,26,NA,12,122,4,NA,373,NA,NA,NA,2,NA,"Brighton, CO",Brighton
2024-2025,Nebraska,Big Ten,27,Harper Murray,So,OH,6-2,36,36,121,NA,411,130,1095,0.257,30,39,34,294,23,5,60,10,NA,485,NA,NA,NA,598,NA,"Ann Arbor, MI",Skyline
2024-2025,Northwestern,Big Ten,2,Drew Wright,So,OH,5-11,28,0,106,NA,2,1,11,0.091,94,25,24,316,26,NA,NA,NA,NA,27,NA,NA,NA,432,NA,"Hermosa Beach, CA",Mira Costa
2024-2025,Northwestern,Big Ten,20,Lily Wagner,So,OH,5-11,28,15,90,NA,70,44,259,0.1,10,7,24,157,32,NA,14,3,NA,84,NA,NA,NA,423,NA,"Germantown, WI",Germantown
2024-2025,Northwestern,Big Ten,23,Gigi Navarrete,So,L/DS,5-6,28,3,105,NA,1,1,8,0,39,2,6,128,25,NA,NA,NA,NA,3,NA,NA,NA,290,NA,"Palos Heights, IL",Mother McAuley
