Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2023-2024,American,Patriot,21,Carlie Fikse,Sr,MB,6-4,31,31,117,NA,205,56,439,0.339,7,10,17,28,1,17,95,9,NA,279.5,NA,NA,NA,8,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,5,Riley Parchment,Sr,L,5-8,26,0,92,NA,0,0,25,0,78,16,23,420,13,NA,1,NA,NA,16.5,3,NA,NA,404,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,6,Paige Fixemer,Sr,MB,6-2,26,26,94,NA,243,88,599,0.259,6,10,26,71,NA,28,61,5,NA,311.5,NA,NA,NA,13,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,7,Allanah Cutler,Sr,OPP,5-11,25,24,87,NA,180,77,523,0.197,5,1,7,75,NA,8,47,2,NA,212.5,NA,NA,NA,4,2,NA,NA,NA
2023-2024,Army West Point,Patriot,10,Alyssa Lukasik,Sr,MB,6-1,26,26,85,NA,136,51,310,0.274,3,NA,NA,21,NA,18,67,3,NA,187.5,1,NA,NA,14,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,11,Isabella Sullivan,Sr,S,5-7,9,0,19,NA,1,1,7,0,28,4,3,35,NA,NA,1,NA,NA,5.5,3,NA,NA,1,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,16,Mackenzie Karnig,Sr,OH,6-0,25,1,89,NA,9,11,75,-0.027,20,20,25,250,9,NA,NA,NA,NA,29,NA,NA,NA,327,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,22,Kai Nickerson,Sr,OH,5-8,10,0,18,NA,23,7,45,0.356,1,NA,NA,2,NA,3,10,NA,NA,31,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Army West Point,Patriot,23,Savannah Bray,Sr,OH,5-10,26,17,94,NA,242,100,804,0.177,29,7,4,238,27,11,25,5,NA,272.5,1,NA,NA,580,7,NA,NA,NA
2023-2024,Bucknell,Patriot,9,Sarah Ramirez,Sr,S,5-11,10,1,22,NA,9,3,30,0.2,NA,NA,NA,4,NA,NA,6,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Bucknell,Patriot,10,Catherine Jamison,Sr,OH,6-1,26,24,97,NA,315,132,759,0.241,3,NA,NA,45,NA,5,53,3,NA,346.5,1,NA,NA,NA,NA,NA,NA,NA
2023-2024,Bucknell,Patriot,14,Libby Nieporte,Sr,OH,5-9,26,18,94,NA,31,24,143,0.049,8,23,32,269,37,NA,4,NA,NA,56,NA,NA,NA,403,2,NA,NA,NA
2023-2024,Bucknell,Patriot,15,Valentina Feigl,Sr,MB,6-0,20,1,58,NA,6,7,26,-0.038,1,7,14,18,NA,NA,2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Bucknell,Patriot,16,Allie Lopez,Sr,MB,6-1,18,8,42,NA,52,24,157,0.178,2,2,4,15,NA,4,28,4,NA,72,2,NA,NA,NA,NA,NA,NA,NA
2023-2024,Colgate,Patriot,2,Libby Overmyer,Sr,OH,6-0,16,3,43,NA,96,42,250,0.216,NA,7,2,24,4,NA,10,NA,NA,108,NA,NA,NA,17,NA,NA,NA,NA
2023-2024,Colgate,Patriot,6,Gillian Hauschild,Sr,RS,6-2,30,25,110,NA,269,98,652,0.262,7,NA,NA,72,1,2,73,5,NA,307.5,NA,NA,NA,10,NA,NA,NA,NA
2023-2024,Colgate,Patriot,11,Harper Snyder,Sr,MB,6-3,19,18,67,NA,75,27,195,0.246,NA,NA,NA,6,1,5,40,1,NA,100,NA,NA,NA,8,NA,NA,NA,NA
2023-2024,Colgate,Patriot,16,Taylor Cigna,Sr,L/DS,5-9,27,6,82,NA,2,0,5,0.4,24,27,36,204,25,NA,NA,NA,NA,29,NA,NA,NA,375,NA,NA,NA,NA
2023-2024,Colgate,Patriot,19,Sophie Thompson,Sr,MB,6-2,30,30,108,NA,153,47,381,0.278,7,24,45,44,1,28,137,8,NA,273.5,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,Holy Cross,Patriot,4,Halle Carter,Sr,S,5-9,12,12,40,NA,9,4,40,0.125,184,3,6,94,NA,NA,4,NA,NA,14,7,NA,NA,NA,5,NA,NA,NA
2023-2024,Holy Cross,Patriot,24,Sanaea Simmons,Sr,MB,5-11,25,22,85,NA,68,43,209,0.12,5,7,7,53,1,9,57,4,NA,112.5,1,NA,NA,15,NA,NA,NA,NA
2023-2024,Lafayette,Patriot,4,Serafina Rivera,Sr,L,5-6,8,1,12,NA,0,0,0,NA,NA,2,3,13,6,NA,NA,NA,NA,2,NA,NA,NA,34,NA,NA,NA,NA
2023-2024,Lafayette,Patriot,5,Alyssa Vitale,Sr,S,5-8,24,15,75,NA,21,9,67,0.179,395,29,19,154,NA,NA,1,NA,NA,50.5,8,NA,NA,5,7,NA,NA,NA
2023-2024,Lafayette,Patriot,6,Isabella Calle,Sr,OH,5-10,5,1,7,NA,3,6,11,-0.273,NA,NA,2,5,1,NA,1,NA,NA,3.5,NA,NA,NA,5,NA,NA,NA,NA
2023-2024,Lafayette,Patriot,14,Gracie Gibson,Sr,MB,6-1,24,24,83,NA,156,26,341,0.381,1,9,14,42,1,26,59,4,NA,220.5,1,NA,NA,27,NA,NA,NA,NA
2023-2024,Lafayette,Patriot,16,Katie Weston,Sr,L,5-5,16,0,57,NA,1,2,25,-0.04,56,13,11,263,14,NA,NA,NA,NA,14,NA,NA,NA,336,1,NA,NA,NA
2023-2024,Lehigh,Patriot,3,Sophia Meagher,Sr,MB,6-2,9,3,21,NA,14,9,51,0.098,NA,NA,NA,16,NA,4,14,2,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Lehigh,Patriot,11,Lylah Washington,Sr,OH,5-9,21,11,67,NA,138,75,443,0.142,4,4,11,73,8,3,34,1,NA,162,NA,NA,NA,136,NA,NA,NA,NA
2023-2024,Lehigh,Patriot,17,Katarina Kaburov,Sr,OH,6-0,21,12,63,NA,104,55,345,0.142,6,31,29,44,10,1,12,2,NA,142,1,NA,NA,129,NA,NA,NA,NA
2023-2024,Loyola Maryland,Patriot,6,Caitlin Churney,Sr,MB,6-2,26,26,88,NA,152,63,409,0.218,1,NA,4,18,NA,20,47,5,NA,195.5,NA,NA,NA,7,NA,NA,NA,NA
2023-2024,Loyola Maryland,Patriot,8,Bryanne Soares,Sr,S,5-7,27,20,93,NA,41,16,117,0.214,619,31,35,229,2,1,9,1,NA,77.5,12,NA,NA,3,9,NA,NA,NA
2023-2024,Loyola Maryland,Patriot,14,Lauren Link,Sr,OH,5-11,25,25,87,NA,285,137,811,0.182,20,19,25,213,26,1,22,NA,NA,316,1,NA,NA,380,9,NA,NA,NA
2023-2024,Navy,Patriot,5,Anna Klemeyer,Sr,MB,5-11,27,27,103,NA,183,45,388,0.356,5,NA,NA,30,2,16,71,6,NA,234.5,1,NA,NA,11,NA,NA,NA,NA
2023-2024,Navy,Patriot,6,Averi Miller,Sr,S,6-0,27,27,103,NA,105,32,291,0.251,911,18,22,224,NA,3,31,3,NA,141.5,8,NA,NA,4,11,NA,NA,NA
2023-2024,Navy,Patriot,9,Jamie Llewellyn,Sr,OH,6-0,26,26,97,NA,323,166,914,0.172,28,31,63,246,22,11,22,2,NA,376,1,NA,NA,475,9,NA,NA,NA
2023-2024,Navy,Patriot,12,Jordan Llewellyn,Sr,OH,6-0,27,27,102,NA,347,142,1020,0.201,30,44,53,250,26,11,40,13,NA,422,3,NA,NA,600,7,NA,NA,NA
2023-2024,Navy,Patriot,14,Ashley Warren,Sr,OPP,5-11,22,11,67,NA,65,35,245,0.122,3,5,11,32,NA,2,34,3,NA,89,NA,NA,NA,2,NA,NA,NA,NA
2023-2024,Navy,Patriot,16,Maggie Bodman,Sr,MB,6-0,26,24,92,NA,159,64,383,0.248,9,1,1,35,2,12,64,9,NA,204,NA,NA,NA,5,NA,NA,NA,NA
2023-2024,Alabama,SEC,7,Victoria Schmer,Sr,L/DS,5-4,29,3,99,NA,2,1,6,0.167,67,28,29,295,13,NA,NA,NA,NA,30,NA,NA,NA,290,NA,NA,NA,NA
2023-2024,Alabama,SEC,13,Alyiah Wells,Sr,MB,6-2,29,29,100,NA,260,68,602,0.319,6,15,16,40,NA,15,64,8,NA,322,1,NA,NA,6,NA,NA,NA,NA
2023-2024,Alabama,SEC,19,Kendyl Reaugh,Sr,OH,6-3,29,29,99,NA,300,96,950,0.215,16,36,47,238,31,6,31,NA,NA,357.5,NA,NA,NA,542,6,NA,NA,NA
2023-2024,Alabama,SEC,23,Chaise Campbell,Sr,MB,6-3,29,29,98,NA,196,58,430,0.321,2,NA,NA,11,1,14,66,14,NA,243,3,NA,NA,2,NA,NA,NA,NA
2023-2024,Arkansas,SEC,7,Taylor Head,Sr,OH,5-10,34,34,127,NA,494,186,1332,0.231,41,36,42,406,33,5,54,4,NA,562,2,NA,NA,762,22,NA,NA,NA
2023-2024,Arkansas,SEC,10,Jillian Gillen,Sr,OH,5-7,34,34,127,NA,527,174,1425,0.248,24,56,75,361,31,10,47,6,NA,616.5,NA,NA,NA,768,18,NA,NA,NA
2023-2024,Arkansas,SEC,11,Maggie Cartwright,Sr,OH,5-11,34,34,127,NA,363,108,943,0.27,14,36,48,295,1,5,84,8,NA,446,NA,NA,NA,40,9,NA,NA,NA
2023-2024,Arkansas,SEC,12,Hailey Schneider,Sr,L,5-9,2,0,3,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Arkansas,SEC,23,Laura Ehieze,Sr,MB,6-0,4,1,7,NA,3,1,8,0.25,NA,NA,NA,2,NA,1,4,NA,NA,6,1,NA,NA,2,NA,NA,NA,NA
2023-2024,Auburn,SEC,5,Bella Bell,Sr,MB,6-4,21,16,82,NA,173,58,444,0.259,2,NA,NA,25,1,2,68,10,NA,209,1,NA,NA,2,NA,NA,NA,NA
2023-2024,Auburn,SEC,6,Kyla Swanson,Sr,MB,6-4,30,27,116,NA,154,46,348,0.31,10,7,21,25,1,11,118,7,NA,231,NA,NA,NA,11,NA,NA,NA,NA
2023-2024,Auburn,SEC,10,Jackie Barrett Frazier,Sr,S,6-2,29,29,113,NA,64,13,161,0.317,1060,30,26,258,NA,2,67,6,NA,129.5,9,NA,NA,6,15,NA,NA,NA
2023-2024,Auburn,SEC,14,Chelsey McCurdy,Sr,MB,6-3,24,9,78,NA,27,6,55,0.382,4,22,21,19,NA,1,27,4,NA,63.5,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Florida,SEC,0,AC Fitzpatrick,Sr,OH,5-11,28,23,105,NA,298,107,809,0.236,9,14,26,66,11,5,66,8,NA,350,NA,NA,NA,116,NA,NA,NA,NA
2023-2024,Florida,SEC,4,Sofia Victoria,Sr,OH,6-1,29,19,112,NA,281,133,771,0.192,6,10,12,73,18,5,48,5,NA,320,NA,NA,NA,165,NA,NA,NA,NA
2023-2024,Florida,SEC,6,Nnedi Okammor,Sr,MB,6-4,25,21,93,NA,108,30,228,0.342,1,NA,NA,9,1,7,113,7,NA,171.5,NA,NA,NA,2,NA,NA,NA,NA
2023-2024,Florida,SEC,14,Kennedy Muff,Sr,S,5-11,23,20,83,NA,40,15,107,0.234,851,19,29,161,NA,1,31,4,NA,75.5,3,NA,NA,2,8,NA,NA,NA
2023-2024,Florida,SEC,23,Elli McKissock,Sr,L/DS,5-7,29,0,113,NA,1,0,7,0.143,120,25,48,444,26,NA,NA,NA,NA,26,1,NA,NA,634,NA,NA,NA,NA
2023-2024,Florida,SEC,24,Anna Dixon,Sr,OH,6-3,15,14,61,NA,109,24,234,0.363,3,13,24,37,NA,2,59,5,NA,153.5,1,NA,NA,4,NA,NA,NA,NA
2023-2024,Georgia,SEC,2,Sophie Fischer,Sr,MB,6-5,31,31,113,NA,467,146,990,0.324,8,45,81,70,NA,15,134,11,NA,594,1,NA,NA,4,1,NA,NA,NA
2023-2024,Georgia,SEC,18,Erica Staunton,Sr,OH,6-1,22,12,57,NA,142,54,400,0.22,NA,NA,2,38,4,NA,16,1,NA,150,1,NA,NA,42,NA,NA,NA,NA
2023-2024,Georgia,SEC,21,Krista Blakely,Sr,RS,6-0,25,12,68,NA,78,40,217,0.175,1,NA,NA,22,NA,NA,35,3,NA,95.5,1,NA,NA,NA,NA,NA,NA,NA
2023-2024,Georgia,SEC,23,Kacie Evans,Sr,OH,5-11,29,29,107,NA,356,173,854,0.214,26,35,29,238,11,3,25,8,NA,406.5,NA,NA,NA,354,8,NA,NA,NA
2023-2024,Georgia,SEC,24,Mallory Downing,Sr,L/DS,5-6,31,2,113,NA,1,0,8,0.125,72,5,13,212,29,NA,NA,NA,NA,6,3,NA,NA,631,NA,NA,NA,NA
2023-2024,Kentucky,SEC,9,Riah Walker,Sr,L,5-10,4,0,9,NA,0,0,0,NA,NA,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
2023-2024,Kentucky,SEC,10,Reagan Rutherford,Sr,OPP,6-0,22,20,78,NA,271,88,581,0.315,4,12,19,119,8,3,67,4,NA,319.5,NA,NA,NA,73,2,NA,NA,NA
2023-2024,Kentucky,SEC,11,Elise Goetzinger,Sr,MB,6-4,28,27,101,NA,261,90,579,0.295,1,13,31,38,NA,7,68,9,NA,315,1,NA,NA,12,NA,NA,NA,NA
2023-2024,Kentucky,SEC,15,Azhani Tealer,Sr,OPP,5-10,28,27,101,NA,228,50,437,0.407,4,NA,NA,28,NA,8,86,7,NA,279,3,NA,NA,8,NA,NA,NA,NA
2023-2024,LSU,SEC,1,Samarah Hill,Sr,OH,6-0,13,0,27,NA,37,15,109,0.202,2,NA,2,26,1,NA,10,5,NA,42,NA,NA,NA,48,NA,NA,NA,NA
2023-2024,LSU,SEC,2,Paige Flickinger,Sr,OH,5-9,23,20,79,NA,71,38,239,0.138,10,16,24,151,18,2,3,2,NA,90.5,NA,NA,NA,359,1,NA,NA,NA
2023-2024,LSU,SEC,9,Sanaa Dotson,Sr,OH,6-0,24,8,76,NA,162,61,497,0.203,7,9,22,78,14,1,20,3,NA,182,NA,NA,NA,232,NA,NA,NA,NA
2023-2024,LSU,SEC,10,Erin Carmichael,Sr,DS,5-7,27,0,95,NA,2,0,5,0.4,95,29,44,226,16,NA,NA,NA,NA,31,NA,NA,NA,414,1,NA,NA,NA
2023-2024,LSU,SEC,11,Anita Anwusi,Sr,MB,6-3,28,28,103,NA,201,60,421,0.335,5,15,26,25,2,13,75,20,NA,266.5,1,NA,NA,8,NA,NA,NA,NA
2023-2024,LSU,SEC,12,Alia Williams,Sr,MB,6-1,5,4,17,NA,10,7,37,0.081,1,1,2,6,NA,2,9,2,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,LSU,SEC,23,Jade Demps,Sr,OH,6-2,28,16,99,NA,182,77,532,0.197,23,9,16,137,9,1,36,5,NA,210,1,NA,NA,221,3,NA,NA,NA
2023-2024,LSU,SEC,29,Emily Mitter,Sr,S,5-9,17,0,55,NA,0,0,2,0,226,4,14,77,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,NA,NA,NA
2023-2024,Mississippi St.,SEC,2,Karli Schmidt,Sr,OH,6-1,28,7,99,NA,301,99,877,0.23,1,2,12,48,37,9,37,1,NA,330.5,NA,NA,NA,238,NA,NA,NA,NA
2023-2024,Mississippi St.,SEC,4,Zoe Gonzales,Sr,MB,6-3,17,13,51,NA,61,15,152,0.303,1,2,11,21,1,16,41,2,NA,99.5,1,NA,NA,3,NA,NA,NA,NA
2023-2024,Mississippi St.,SEC,6,Alexa Fortin,Sr,S,5-11,23,13,75,NA,8,1,22,0.318,325,6,13,126,1,NA,NA,NA,NA,14,1,NA,NA,6,3,NA,NA,NA
2023-2024,Mississippi St.,SEC,7,Rebecca Walk,Sr,MB,6-2,24,24,83,NA,141,37,294,0.354,7,3,7,29,1,8,67,1,NA,185.5,NA,NA,NA,5,NA,NA,NA,NA
2023-2024,Mississippi St.,SEC,18,Lauren Myrick,Sr,OH,6-0,28,0,100,NA,9,5,44,0.091,97,24,25,427,23,2,NA,1,NA,35,2,NA,NA,449,NA,NA,NA,NA
2023-2024,Mississippi St.,SEC,19,Emily Oerther,Sr,S,5-10,28,15,99,NA,6,2,34,0.118,523,20,22,157,NA,2,7,NA,NA,31.5,2,NA,NA,2,4,NA,NA,NA
2023-2024,Missouri,SEC,1,Colleen Finney,Sr,MB,6-1,31,31,112,NA,154,46,348,0.31,2,NA,4,18,1,11,57,4,NA,193.5,NA,NA,NA,11,NA,NA,NA,NA
2023-2024,Missouri,SEC,8,Dilara Gedikoglu,Sr,OH,5-10,31,31,114,NA,309,155,879,0.175,34,31,50,262,49,2,33,1,NA,358.5,NA,NA,NA,961,8,NA,NA,NA
2023-2024,Missouri,SEC,17,Naomi Franco,Sr,RS,6-3,19,0,33,NA,22,10,65,0.185,NA,NA,NA,5,NA,NA,4,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Ole Miss,SEC,4,Payton Brgoch,Sr,MB,6-3,29,29,110,NA,221,62,460,0.346,8,12,18,27,2,21,90,13,NA,299,NA,NA,NA,9,NA,NA,NA,NA
2023-2024,Ole Miss,SEC,8,Maggie Miller,Sr,L,5-5,28,8,102,NA,0,0,2,0,15,8,17,158,19,NA,NA,NA,NA,8,NA,NA,NA,390,NA,NA,NA,NA
2023-2024,Ole Miss,SEC,11,Sasha Ratliff,Sr,MB,6-2,27,27,102,NA,249,64,530,0.349,4,14,22,49,NA,22,82,3,NA,326,NA,NA,NA,6,NA,NA,NA,NA
2023-2024,Ole Miss,SEC,22,Sommer Daniel,Sr,S,5-8,13,5,40,NA,18,1,49,0.347,304,8,10,74,NA,NA,12,3,NA,32,27,NA,NA,NA,2,NA,NA,NA
2023-2024,Ole Miss,SEC,28,Anna Bair,Sr,OH,6-2,28,19,96,NA,234,117,726,0.161,8,15,17,85,4,7,36,2,NA,274,NA,NA,NA,28,1,NA,NA,NA
2023-2024,South Carolina,SEC,9,Ellie Ruprich,Sr,MB,6-3,27,27,102,NA,103,22,278,0.291,8,10,12,35,NA,25,79,5,NA,177.5,1,NA,NA,12,NA,NA,NA,NA
2023-2024,South Carolina,SEC,14,Kiune Fletcher,Sr,RS,6-1,25,17,88,NA,245,98,553,0.266,3,NA,1,54,1,9,55,3,NA,281.5,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,South Carolina,SEC,20,Riley Whitesides,Sr,OH,5-11,25,21,94,NA,239,114,679,0.184,12,21,32,209,33,3,22,3,NA,274,1,NA,NA,580,6,NA,NA,NA
2023-2024,Tennessee,SEC,4,Jakya Moore,Sr,DS,5-9,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Tennessee,SEC,7,Morgahn Fingall,Sr,RS,6-1,31,31,106,NA,457,127,1028,0.321,16,30,49,193,NA,1,83,7,NA,529.5,1,NA,NA,5,5,NA,NA,NA
2023-2024,Tennessee,SEC,9,Lauren Woodford,Sr,S,5-8,2,0,2,NA,0,0,0,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Tennessee,SEC,16,Raeven Chase,Sr,MB,6-5,17,13,52,NA,99,22,188,0.41,NA,NA,NA,6,NA,6,48,5,NA,129,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Tennessee,SEC,18,Jenaisya Moore,Sr,OH,6-0,31,31,106,NA,394,118,914,0.302,19,8,11,150,14,4,40,4,NA,426,2,NA,NA,475,4,NA,NA,NA
2023-2024,Tennessee,SEC,22,Yelianiz Torres,Sr,L,5-7,31,0,103,NA,2,0,4,0.5,102,31,23,403,8,NA,NA,NA,NA,33,1,NA,NA,298,NA,NA,NA,NA
2023-2024,Tennessee,SEC,23,Jasmine Brooks,Sr,OH,6-2,4,1,6,NA,2,3,10,-0.1,NA,NA,NA,NA,NA,NA,1,NA,NA,2.5,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,Tennessee,SEC,24,Kylie Robinson,Sr,S,5-10,1,1,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Texas A&M,SEC,8,Lauren Hogan,Sr,DS,5-4,29,0,90,NA,0,1,3,-0.333,49,15,25,169,19,NA,NA,NA,NA,15,NA,NA,NA,324,NA,NA,NA,NA
2023-2024,Texas A&M,SEC,16,Caroline Meuth,Sr,OH,5-11,29,25,105,NA,321,129,845,0.227,24,18,47,202,30,1,58,NA,NA,369,1,NA,NA,566,6,NA,NA,NA
2023-2024,Alabama A&M,SWAC,20,M'Kenna Albert,Sr,S,5-7,10,0,14,NA,0,1,2,-0.5,2,NA,5,21,4,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA
2023-2024,Alabama St.,SWAC,4,Jada Rhodes,Sr,OH,5-8,31,30,108,NA,332,132,910,0.22,18,29,34,187,20,1,18,3,NA,371,1,NA,NA,403,3,NA,NA,NA
2023-2024,Alabama St.,SWAC,9,Cydney Thomas,Sr,MB,5-10,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Alabama St.,SWAC,10,Emily Brooks,Sr,S,5-9,30,1,102,NA,6,2,31,0.129,436,33,24,130,1,NA,NA,NA,NA,39,11,NA,NA,3,NA,NA,NA,NA
2023-2024,Alabama St.,SWAC,11,A'Nylah Cobb,Sr,RS,5-10,31,10,107,NA,236,105,562,0.233,3,NA,3,37,3,4,24,10,NA,252,1,NA,NA,63,NA,NA,NA,NA
2023-2024,Alabama St.,SWAC,14,Jylen Whitten,Sr,OH,5-9,31,30,109,NA,285,126,807,0.197,16,40,53,212,33,1,19,3,NA,335.5,NA,NA,NA,608,4,NA,NA,NA
2023-2024,Alabama St.,SWAC,15,Madison Beasley,Sr,S,5-6,31,30,109,NA,31,5,100,0.26,640,36,22,152,NA,1,3,NA,NA,69.5,9,NA,NA,6,2,NA,NA,NA
2023-2024,Alabama St.,SWAC,17,Taila Gaines,Sr,MB,6-0,31,30,105,NA,181,56,431,0.29,9,29,41,50,NA,24,74,19,NA,271,1,NA,NA,14,NA,NA,NA,NA
2023-2024,Alabama St.,SWAC,18,Logan Horne,Sr,DS,5-8,20,0,41,NA,1,0,4,0.25,4,3,8,15,4,NA,NA,NA,NA,4,1,NA,NA,20,NA,NA,NA,NA
2023-2024,Alabama St.,SWAC,23,Temperance Chatman,Sr,DS,5-1,31,0,109,NA,2,1,28,0.036,68,32,22,462,26,NA,NA,NA,NA,34,2,NA,NA,659,NA,NA,NA,NA
2023-2024,Alcorn,SWAC,7,Makayla Wardlaw,Sr,RS,5-11,22,21,71,NA,137,106,546,0.057,5,15,29,135,35,1,10,1,NA,158,3,NA,NA,509,4,NA,NA,NA
2023-2024,Bethune-Cookman,SWAC,2,Janleen De Jesus,Sr,S,5-8,17,1,41,NA,1,0,12,0.083,127,10,3,61,NA,NA,1,NA,NA,11.5,8,NA,NA,NA,NA,NA,NA,NA
2023-2024,Bethune-Cookman,SWAC,11,Madison Coates,Sr,S,5-8,25,10,82,NA,4,2,41,0.049,279,13,9,128,NA,NA,1,NA,NA,17.5,12,NA,NA,8,2,NA,NA,NA
2023-2024,Bethune-Cookman,SWAC,15,Malina Spencer,Sr,OPP,6-2,27,11,73,NA,100,64,362,0.099,3,NA,NA,27,NA,3,24,6,NA,115,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,Bethune-Cookman,SWAC,16,Jasmine Moore,Sr,OH,5-10,26,16,68,NA,120,91,400,0.073,4,10,25,67,21,1,14,5,NA,138,NA,NA,NA,285,NA,NA,NA,NA
2023-2024,Bethune-Cookman,SWAC,18,Essence Bell,Sr,L/DS,5-5,19,0,63,NA,1,1,33,0,54,14,19,313,11,NA,NA,NA,NA,15,1,NA,NA,299,1,NA,NA,NA
2023-2024,Florida A&M,SWAC,8,Kaitlyn Scroggins,Sr,L/DS,5-7,31,1,106,NA,3,0,11,0.273,14,26,15,127,22,NA,NA,NA,NA,29,NA,NA,NA,275,NA,NA,NA,NA
2023-2024,Florida A&M,SWAC,9,Brooke Hudson,Sr,DS,5-3,32,0,121,NA,7,5,73,0.027,106,37,31,644,33,NA,NA,NA,NA,44,3,NA,NA,542,NA,NA,NA,NA
2023-2024,Florida A&M,SWAC,10,Isis Williams,Sr,MH,6-2,31,30,114,NA,150,51,346,0.286,8,NA,NA,29,1,24,76,8,NA,212,2,NA,NA,5,NA,NA,NA,NA
2023-2024,Florida A&M,SWAC,14,Autumn Hamilton,Sr,RS,6-2,14,2,25,NA,17,14,52,0.058,1,NA,NA,11,NA,1,4,3,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Florida A&M,SWAC,15,Camila De La Rosa,Sr,S,5-9,27,25,89,NA,48,13,150,0.233,752,26,15,179,NA,6,15,6,NA,87.5,16,NA,NA,2,4,NA,NA,NA
2023-2024,Grambling,SWAC,3,Maggie Plush,Sr,MB,6-1,11,5,27,NA,20,13,55,0.127,1,NA,1,12,NA,NA,7,NA,NA,23.5,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,Grambling,SWAC,5,Zyonn Smith,Sr,OH,5-6,28,28,99,NA,289,152,967,0.142,19,16,61,258,41,3,12,5,NA,314,2,NA,NA,763,8,NA,NA,NA
2023-2024,Grambling,SWAC,7,Amber Johnson,Sr,OH,5-11,6,5,17,NA,24,13,68,0.162,2,NA,NA,7,NA,1,3,1,NA,26.5,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Grambling,SWAC,8,Nyah Ellis,Sr,L/DS,5-5,29,1,102,NA,2,5,86,-0.035,117,20,22,407,24,NA,NA,NA,NA,22,NA,NA,NA,521,2,NA,NA,NA
2023-2024,Grambling,SWAC,9,Jaida Felix,Sr,S,5-8,29,3,101,NA,17,10,142,0.049,379,26,17,237,1,NA,1,NA,NA,43.5,2,NA,NA,9,10,NA,NA,NA
2023-2024,Grambling,SWAC,18,Alyssa Pieh,Sr,L/DS,5-7,16,2,57,NA,3,0,23,0.13,15,25,23,142,9,NA,NA,NA,NA,28,1,NA,NA,191,NA,NA,NA,NA
2023-2024,Grambling,SWAC,24,Nya Blair,Sr,OH,5-11,27,15,86,NA,172,93,558,0.142,4,6,14,81,20,9,20,2,NA,197,1,NA,NA,101,1,NA,NA,NA
2023-2024,Jackson St.,SWAC,5,Nyjha Marcelin,Sr,RS,5-8,30,21,110,NA,223,137,621,0.138,14,14,23,196,22,3,42,7,NA,261,NA,NA,NA,390,2,NA,NA,NA
2023-2024,Jackson St.,SWAC,11,Alexis Williams,Sr,OH,5-9,30,29,112,NA,363,163,1075,0.186,26,51,24,304,43,NA,24,4,NA,426,2,NA,NA,860,13,NA,NA,NA
2023-2024,Jackson St.,SWAC,15,Kyahana Robinson,Sr,RS,6-0,30,23,109,NA,110,53,267,0.213,10,18,18,55,1,13,80,10,NA,181,NA,NA,NA,16,NA,NA,NA,NA
2023-2024,Jackson St.,SWAC,21,Jordan Jones,Sr,MB,5-11,28,28,106,NA,157,75,363,0.226,4,6,8,25,1,23,76,7,NA,224,NA,NA,NA,19,NA,NA,NA,NA
